# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "14" "-t" "exon" "-g" "gene_id" "-s" "1" "-a" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/refs/BOM_ss5/BOM_ss5_final.gtf" "-o" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/counts/counts_BOM_ss5_raw.txt" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_10_sample_2B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_11_sample_2C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_12_sample_2D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_13_sample_2E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_14_sample_2F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_15_sample_2G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_16_sample_2H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_1_sample_1A.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_2_sample_1B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_3_sample_1C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_4_sample_1D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_5_sample_1E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_6_sample_1F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_7_sample_1G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_8_sample_1H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_9_sample_2A.primary.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_10_sample_2B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_11_sample_2C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_12_sample_2D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_13_sample_2E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_14_sample_2F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_15_sample_2G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_16_sample_2H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_1_sample_1A.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_2_sample_1B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_3_sample_1C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_4_sample_1D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_5_sample_1E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_6_sample_1F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_7_sample_1G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_8_sample_1H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_9_sample_2A.primary.bam
AAD021_005161	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1388879;1389087;1389198;1389353;1389520;1389589;1389722;1389810;1390008	1389034;1389141;1389292;1389464;1389530;1389667;1389755;1389949;1390659	+;+;+;+;+;+;+;+;+	1334	0	0	0	0	0	0	0	10	0	0	0	0	0	0	4	0
AAD021_005162	JBQVBD010000012.1	1390235	1390838	-	604	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AAD021_005163	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1391263;1391348;1391548;1391862	1391292;1391413;1391790;1392370	+;+;+;+	848	34	118	70	2	88	142	2360	619	56	4	30	63	83	276	68	28
AAD021_005164	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1392420;1392715;1393354	1392656;1393302;1394218	+;+;+	1690	0	0	0	0	0	0	72	27	0	0	0	1	1	14	0	5
AAD021_005165	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1394268;1394508;1394722;1394880	1394444;1394668;1394815;1395631	+;+;+;+	1184	20	13	3	0	29	2	200	132	4	0	15	12	11	61	21	2
AAD021_005166	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1396638;1397555;1397711	1397496;1397650;1397999	-;-;-	1244	0	0	0	2	0	0	80	36	0	0	0	0	9	6	6	0
AAD021_005167	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1398449;1398695;1398973;1399197;1399362;1399551;1400064;1400130;1400209;1400274;1400580;1400727;1400806;1400989;1401093	1398646;1398920;1399145;1399306;1399500;1400003;1400079;1400149;1400223;1400518;1400672;1400754;1400934;1401029;1401623	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2417	12	8	5	3	5	24	114	75	2	0	6	6	9	33	4	6
AAD021_005168	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1411340;1412606;1412946;1413630	1412361;1412736;1413430;1414135	-;-;-;-	2144	53	226	64	68	11	9	139	1025	4	2	60	73	226	443	58	37
AAD021_005169	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1415255;1416453;1416718;1417067	1415827;1416536;1416879;1417692	+;+;+;+	1445	0	0	0	0	1	13	247	12	0	0	0	5	1	8	0	0
AAD021_005170	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1430540;1430664;1430978;1431124;1431193;1431317;1431566;1431964;1432124;1432403;1432595	1430603;1430926;1431068;1431138;1431265;1431503;1431899;1432064;1432349;1432540;1433118	+;+;+;+;+;+;+;+;+;+;+	2016	0	16	12	4	10	4	360	147	8	0	18	12	3	16	18	1
AAD021_005171	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1432790;1433430;1434021	1433373;1433966;1434597	-;-;-	1698	0	0	0	0	0	0	60	6	0	0	0	7	1	2	1	0
AAD021_005172	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1434985;1435646;1435740;1435856;1435955;1436025;1436144;1436334;1436457;1436669;1436777;1436961;1437041;1437107;1437305;1437390;1437570;1437658;1437719;1437911;1438059;1438151;1438242;1438307;1438995;1439113;1439198;1439322;1439406;1439515;1439708;1440035;1440153;1440215;1440360;1440438;1440582;1440661;1440851;1440960;1441295;1441768;1442317	1435590;1435686;1435806;1435900;1435965;1436091;1436277;1436407;1436613;1436725;1436908;1436993;1437052;1437249;1437335;1437511;1437606;1437665;1437862;1438003;1438097;1438186;1438254;1438941;1439060;1439143;1439266;1439377;1439454;1439654;1439978;1440096;1440159;1440308;1440379;1440527;1440608;1440794;1440901;1441238;1441711;1442290;1442538	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5345	0	4	4	0	5	2	238	102	1	0	6	3	29	70	21	1
AAD021_005173	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1442590;1443282;1443607;1443869;1444303	1443226;1443555;1443820;1444251;1444542	-;-;-;-;-	1748	6	0	0	0	2	0	51	10	0	0	1	0	0	3	1	0
AAD021_005174	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1445037;1445300;1445621;1445956;1446086;1446141;1446285;1446422;1446547;1446771;1446902;1447049	1445243;1445563;1445898;1446032;1446092;1446234;1446367;1446492;1446722;1446845;1446995;1447628	+;+;+;+;+;+;+;+;+;+;+;+	2006	0	0	2	0	0	0	29	7	0	0	0	0	5	13	0	0
AAD021_005175	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1448339;1448594;1448880;1448968;1449228;1449385;1449445;1449589;1449723;1449813;1449896;1450074;1450198;1450472;1450560;1450858;1451027	1448536;1448825;1448914;1449169;1449329;1449391;1449535;1449671;1449761;1449842;1450019;1450148;1450417;1450504;1450804;1450974;1451595	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2402	1	0	0	0	0	2	25	1	0	0	0	0	0	1	0	0
AAD021_005176	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1452654;1452863;1453077;1453181;1453274;1453403;1453488;1453665;1453837;1454100;1454215;1454374;1455299;1455588;1455672;1455916;1455993;1456609;1456833	1452808;1453027;1453122;1453216;1453343;1453436;1453601;1453779;1454038;1454161;1454326;1454554;1455536;1455618;1455851;1455935;1456555;1456776;1457560	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3220	0	1	5	0	2	5	58	23	0	0	0	0	8	13	0	0
AAD021_005177	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1457378;1457753;1457838;1458429;1458905	1457699;1457785;1458373;1458691;1459200	-;-;-;-;-	1450	0	13	0	0	1	0	14	9	0	0	0	0	2	5	0	0
AAD021_005178	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1459308;1460347;1460491;1460622;1460768;1460852;1461048;1461121;1461208;1461341;1461452;1461561;1461650;1462591;1462779;1463218;1463299;1463760;1463834;1463945;1464046;1464243	1460295;1460438;1460570;1460712;1460798;1460999;1461062;1461158;1461280;1461401;1461513;1461594;1462539;1462720;1463166;1463248;1463700;1463784;1463891;1463986;1464189;1464255	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3836	0	0	0	0	0	0	62	34	0	0	0	0	0	25	0	0
AAD021_005179	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1466085;1466137;1466234;1466418;1466588;1466915;1467353;1467456;1467580;1468155	1466087;1466195;1466369;1466538;1466859;1467295;1467405;1467526;1467705;1468707	+;+;+;+;+;+;+;+;+;+	1775	0	47	35	0	11	19	275	188	19	0	10	14	12	95	38	7
AAD021_005180	JBQVBD010000012.1	1475564	1476981	+	1418	0	0	0	1	6	0	249	19	2	0	12	2	11	2	11	0
AAD021_005181	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1479255;1479531;1479718;1479899;1480115;1480360;1480578	1479467;1479659;1479837;1480059;1480305;1480532;1481560	+;+;+;+;+;+;+	1970	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0
AAD021_005182	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1481329;1482052;1482251;1482421;1483015;1483735;1484180;1485359;1485494	1481991;1482191;1482368;1482596;1483685;1484125;1485307;1485436;1485682	-;-;-;-;-;-;-;-;-	3554	0	2	1	0	3	0	90	44	0	0	7	0	5	23	1	0
AAD021_005183	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1485961;1486140;1486259;1486398;1486593;1486735;1487088;1487205	1486084;1486201;1486345;1486536;1486682;1487039;1487156;1487752	+;+;+;+;+;+;+;+	1424	3	2	3	0	1	0	95	34	0	0	0	0	1	0	0	0
AAD021_005184	JBQVBD010000012.1;JBQVBD010000012.1	1488102;1489348	1489228;1490261	+;+	2041	0	3	1	0	0	0	31	37	0	0	14	1	4	3	3	0
AAD021_005185	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1490025;1490535;1490886;1491072	1490479;1490836;1491011;1491593	-;-;-;-	1405	2	5	1	3	3	14	175	15	6	0	3	0	3	10	18	0
AAD021_005186	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1492961;1493095;1493244;1493315;1493471;1493725;1494073	1493042;1493186;1493273;1493417;1493676;1494019;1494796	+;+;+;+;+;+;+	1532	3	4	0	0	8	0	121	71	2	0	7	0	19	33	7	2
AAD021_005187	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1495019;1495438;1495755	1495383;1495681;1496566	+;+;+	1421	0	0	0	0	4	6	26	0	1	0	0	2	0	6	0	0
AAD021_005188	JBQVBD010000012.1;JBQVBD010000012.1	1496616;1496808	1496759;1497758	+;+	1095	0	0	0	0	0	2	15	0	0	0	0	0	0	0	1	0
AAD021_005189	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1497382;1497878;1498094;1498347;1498540	1497827;1498043;1498296;1498476;1498599	-;-;-;-;-	1005	2	5	6	4	6	2	130	24	0	0	0	4	6	7	11	0
AAD021_005190	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1498870;1498959;1499225;1499874;1500041;1500203	1498890;1499171;1499378;1499994;1500146;1500435	+;+;+;+;+;+	848	19	38	32	40	112	148	2523	516	37	0	50	79	45	255	101	39
AAD021_005191	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1500485;1500764;1501500;1501597;1501684	1500714;1501439;1501543;1501637;1502203	+;+;+;+;+	1511	0	10	2	0	11	9	113	49	1	0	6	13	4	42	8	1
AAD021_005192	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1502308;1502436;1502835;1502940;1503065;1503290;1503609;1503833;1503958;1504228;1504384	1502375;1502778;1502887;1503018;1503235;1503550;1503785;1503901;1504173;1504331;1504762	+;+;+;+;+;+;+;+;+;+;+	1920	0	3	0	1	0	0	12	18	0	0	1	5	2	1	0	4
AAD021_005193	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1504470;1505029;1505146;1505402;1505682;1505924;1506069;1506290	1504874;1505097;1505319;1505650;1505870;1506014;1506230;1506420	-;-;-;-;-;-;-;-	1470	0	4	0	0	0	1	5	25	0	0	0	0	0	5	0	0
AAD021_005194	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1506701;1507283;1507459;1507621	1507224;1507407;1507563;1507810	-;-;-;-	944	10	82	49	15	23	68	880	437	6	3	28	35	44	217	45	10
AAD021_005195	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1508103;1508331;1508512;1508635	1508274;1508460;1508578;1508842	+;+;+;+	577	19	37	50	8	59	145	2606	618	35	7	45	85	21	325	111	13
AAD021_005196	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1508735;1509199;1509551;1509802;1510271;1510575	1509137;1509503;1509754;1510216;1510527;1510587	-;-;-;-;-;-	1597	2	18	5	2	7	4	95	56	0	0	0	10	10	51	7	0
AAD021_005197	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1510637;1511114;1511340;1511696;1511915;1512421;1512565;1512662;1512773;1513028	1511065;1511285;1511641;1511858;1512369;1512512;1512593;1512714;1512963;1513053	-;-;-;-;-;-;-;-;-;-	1912	0	0	0	0	15	0	105	15	0	0	0	4	1	5	1	0
AAD021_005198	JBQVBD010000012.1;JBQVBD010000012.1	1513559;1514188	1514130;1514748	-;-	1133	0	8	15	4	1	19	245	56	6	0	0	3	0	53	10	0
AAD021_005199	JBQVBD010000012.1	1515568	1516886	-	1319	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0
AAD021_005200	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1517440;1518003;1518120;1518350;1518602;1518892;1519003;1519113;1519188;1519302;1519363;1519442;1519507;1519604	1517952;1518067;1518295;1518548;1518842;1518970;1519062;1519126;1519246;1519310;1519387;1519456;1519550;1519711	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1607	0	0	0	0	0	0	5	17	0	0	0	0	0	3	0	0
AAD021_005201	JBQVBD010000012.1;JBQVBD010000012.1	1520892;1523378	1523324;1524300	-;-	3356	0	2	7	2	0	2	153	55	0	0	0	6	9	58	7	0
AAD021_005202	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1526165;1526260;1528794;1528920	1526206;1528737;1528867;1529495	+;+;+;+	3170	4	14	13	0	7	5	299	149	13	0	12	6	31	39	31	15
AAD021_005203	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1529908;1530120;1530407;1530643;1530844;1531029	1530061;1530350;1530583;1530794;1530978;1531639	+;+;+;+;+;+	1460	4	90	65	13	23	36	1006	690	17	2	50	11	75	253	63	8
AAD021_005204	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1531504;1532275;1532488;1532778;1533067;1533477;1533710;1533893;1533981	1532222;1532437;1532714;1533012;1533289;1533660;1533836;1533925;1534069	-;-;-;-;-;-;-;-;-	2000	0	1	2	0	0	0	31	30	5	0	0	0	0	19	0	0
AAD021_005205	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1534694;1536336;1536535;1537912;1538003;1538228;1538436;1538543;1538797;1538911;1538995;1539127;1539273;1539727;1539876;1540061;1540137	1536258;1536451;1537863;1537950;1538161;1538385;1538490;1538744;1538855;1538943;1539077;1539220;1539680;1539823;1540005;1540089;1540178	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4598	1	7	10	0	5	0	174	152	0	14	1	7	1	54	6	1
AAD021_005206	JBQVBD010000012.1;JBQVBD010000012.1	1542247;1542332	1542279;1543484	+;+	1186	0	2	0	0	1	0	469	1	11	0	0	0	0	1	0	0
AAD021_005207	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1543233;1543802;1543996;1544124;1544255;1544395;1544568;1544873;1545295;1545458	1543752;1543945;1544055;1544198;1544339;1544498;1544813;1545026;1545408;1545606	-;-;-;-;-;-;-;-;-;-	1651	0	0	0	0	0	1	61	29	0	0	3	0	0	25	30	3
AAD021_005208	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1545814;1546434;1546562;1546669;1546812;1547037;1547357;1547593;1547716;1547999	1546385;1546503;1546614;1546759;1546985;1547303;1547533;1547661;1547934;1548744	+;+;+;+;+;+;+;+;+;+	2438	4	0	1	0	0	7	14	36	0	0	0	16	1	15	0	0
AAD021_005209	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1549076;1549447;1550215;1550387;1550564	1549394;1550153;1550329;1550512;1551275	+;+;+;+;+	1979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_005210	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1555384;1555476;1555595;1555948	1555428;1555543;1555895;1556444	+;+;+;+	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_005211	JBQVBD010000012.1	1556021	1557435	-	1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_005212	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1557485;1558470;1558872;1559156;1562508	1558418;1558820;1559102;1562451;1562724	-;-;-;-;-	5029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_005213	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1564081;1564743;1565008;1565100;1565220;1565429	1564691;1564954;1565047;1565174;1565375;1565677	-;-;-;-;-;-	1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_005214	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1565727;1566726;1567049;1567342;1567423;1567542;1567768	1566671;1567000;1567281;1567370;1567493;1567716;1567796	-;-;-;-;-;-;-	1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_005215	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1568570;1569257;1569382;1569496;1569740	1569207;1569320;1569443;1569690;1569778	-;-;-;-;-	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_005216	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1570887;1571079;1571176	1571027;1571117;1571828	+;+;+	833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_005217	JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1;JBQVBD010000012.1	1571876;1572731;1572902;1572990;1573660;1573802;1573893;1574015;1574255	1572680;1572853;1572938;1573597;1573746;1573830;1573963;1574195;1574277	-;-;-;-;-;-;-;-;-	1964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
