# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "14" "-t" "exon" "-g" "gene_id" "-s" "1" "-a" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/refs/PC9.15/PC9.15_final.gtf" "-o" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/counts/counts_raw.txt" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_10_sample_2B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_11_sample_2C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_12_sample_2D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_13_sample_2E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_14_sample_2F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_15_sample_2G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_16_sample_2H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_1_sample_1A.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_2_sample_1B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_3_sample_1C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_4_sample_1D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_5_sample_1E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_6_sample_1F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_7_sample_1G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_8_sample_1H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_9_sample_2A.primary.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_10_sample_2B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_11_sample_2C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_12_sample_2D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_13_sample_2E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_14_sample_2F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_15_sample_2G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_16_sample_2H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_1_sample_1A.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_2_sample_1B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_3_sample_1C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_4_sample_1D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_5_sample_1E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_6_sample_1F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_7_sample_1G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_8_sample_1H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_9_sample_2A.primary.bam
PTI98_005292	CM057207.1;CM057207.1	2681814;2683217	2683159;2683974	-;-	2104	0	5	4	3	1	3	271	162	8	0	13	1	19	90	14	5
PTI98_005293	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2684024;2684211;2684372;2684697;2684820;2685416;2685607;2685813;2685997;2686118;2686204;2686321;2686624	2684158;2684291;2684640;2684733;2685356;2685542;2685755;2685944;2686061;2686144;2686239;2686352;2686700	-;-;-;-;-;-;-;-;-;-;-;-;-	1704	0	0	5	0	0	0	49	14	0	0	0	0	2	2	0	0
PTI98_005294	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2688003;2688715;2689123;2689233;2689375;2689919;2690142;2690426;2690595;2690679;2690862;2691601	2688657;2689069;2689178;2689311;2689656;2690088;2690360;2690538;2690628;2690813;2691543;2691718	-;-;-;-;-;-;-;-;-;-;-;-	2898	2	14	0	4	2	5	112	62	13	0	15	0	14	12	10	0
PTI98_005295	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2692475;2692754;2692864;2693245;2693414	2692696;2692811;2693192;2693358;2694301	+;+;+;+;+	1611	9	47	15	0	1	1	79	47	0	2	1	12	7	19	30	2
PTI98_005296	CM057207.1;CM057207.1;CM057207.1;CM057207.1	2693408;2694351;2695008;2695206	2694297;2694959;2695147;2695419	-;-;-;-	1853	1	17	8	0	1	0	148	71	2	1	2	10	8	67	31	4
PTI98_005297	CM057207.1;CM057207.1;CM057207.1;CM057207.1	2695469;2696154;2696377;2696565	2696102;2696320;2696504;2696849	-;-;-;-	1214	0	11	0	0	2	2	73	29	2	0	0	12	1	46	16	0
PTI98_005298	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2696899;2697236;2699218;2699443;2699532	2697183;2699166;2699387;2699474;2699555	-;-;-;-;-	2442	1	8	5	0	1	6	156	85	24	0	0	0	0	45	2	7
PTI98_005299	CM057207.1;CM057207.1	2699605;2700936	2700862;2700975	-;-	1298	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0
PTI98_005300	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2701776;2701945;2702259;2702405;2703079	2701880;2702200;2702351;2703031;2704340	+;+;+;+;+	2343	0	21	14	0	7	4	110	132	0	0	3	5	31	51	21	3
PTI98_005301	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2703283;2703375;2704390;2704924;2704924;2705481;2705481;2705598;2705598;2705793	2704335;2704873;2704873;2705426;2705426;2705540;2705540;2705771;2705726;2705851	-;-;-;-;-;-;-;-;-;-	2387	12	23	8	0	1	13	304	62	5	0	4	1	2	31	3	10
PTI98_005302	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2705936;2705936;2706052;2706052;2706180;2706360;2706360;2706574;2706574	2705992;2705992;2706115;2706301;2706301;2706517;2706517;2707536;2707337	+;+;+;+;+;+;+;+;+	1428	0	5	0	5	0	0	32	19	0	0	1	0	0	5	0	0
PTI98_005303	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2706567;2706567;2707586;2707586;2707772;2707772;2707863;2707863;2708042;2708042;2708179;2708179;2708420;2708495;2708495;2708659;2708659;2708830;2708830;2709039;2709039;2709416;2709416;2709687;2709950	2707521;2707521;2707715;2707715;2707782;2707782;2707988;2707988;2708123;2708123;2708368;2708433;2708433;2708603;2708603;2708774;2708774;2708978;2708978;2709363;2709363;2709608;2709588;2709857;2710102	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2775	0	5	1	0	1	4	9	13	0	0	0	0	1	1	4	0
PTI98_005304	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2710152;2710666;2710829;2711049;2711181;2711303;2711396;2711547;2711642;2711709;2711782;2711871;2711969;2712081;2712156;2712230;2712343;2712459;2712533;2712633;2712697;2712797	2710613;2710752;2710953;2711106;2711243;2711327;2711496;2711586;2711657;2711720;2711806;2711905;2712020;2712098;2712165;2712287;2712397;2712482;2712576;2712643;2712735;2713045	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1609	0	12	2	0	0	1	51	30	0	0	0	1	1	10	13	0
PTI98_005305	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2717162;2717290;2717479;2717786;2717929	2717231;2717429;2717663;2717874;2718036	+;+;+;+;+	592	6	0	6	0	2	2	384	102	10	0	2	16	3	46	10	0
PTI98_005306	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2718037;2718790;2719273;2719444;2719538;2719641;2719768;2719896;2720072;2720234;2720319;2720463	2718730;2719226;2719390;2719487;2719586;2719715;2719846;2720007;2720172;2720248;2720412;2720498	-;-;-;-;-;-;-;-;-;-;-;-	1854	2	11	0	0	1	0	102	110	11	0	0	8	8	69	4	0
PTI98_005307	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2720545;2720615;2720790;2720885;2721073;2721481;2721552;2721694;2721846;2721923;2722094;2722179	2720561;2720733;2720826;2721017;2721428;2721497;2721637;2721793;2721865;2722041;2722124;2722325	-;-;-;-;-;-;-;-;-;-;-;-	1182	0	0	0	0	0	0	3	17	0	0	0	0	2	0	0	0
PTI98_005308	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2722375;2722875;2723068;2723251;2723725;2723939;2724007;2724107;2724173;2724310;2724473;2724550;2724631;2724818	2722821;2723015;2723184;2723673;2723885;2723953;2724052;2724119;2724258;2724417;2724492;2724573;2724761;2724926	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1841	0	5	3	0	10	1	174	79	0	4	1	13	2	33	18	0
PTI98_005309	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2724954;2725028;2725257;2725688;2726086	2724978;2725190;2725636;2726025;2727155	+;+;+;+;+	1976	0	6	7	0	2	0	80	35	1	0	1	1	5	33	0	0
PTI98_005310	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2726075;2727205;2727606;2727686;2727819	2727142;2727544;2727630;2727755;2727992	-;-;-;-;-	1677	0	20	8	0	3	2	103	57	3	4	0	0	0	54	2	0
PTI98_005311	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2728170;2728334;2728528;2728674;2728818	2728280;2728470;2728618;2728771;2729062	+;+;+;+;+	682	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0
PTI98_005312	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2729112;2729203;2729316;2729619;2730007	2729144;2729264;2729561;2729943;2730636	+;+;+;+;+	1296	0	3	0	0	0	0	61	58	7	3	0	9	14	30	23	2
PTI98_005313	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2730686;2730686;2731192;2731192;2731365;2731365;2731529;2731529;2731775;2731775;2731902;2732061	2731133;2731133;2731310;2731310;2731469;2731469;2731718;2731718;2731845;2732776;2731997;2732776	+;+;+;+;+;+;+;+;+;+;+;+	1864	7	27	2	4	8	29	364	138	7	0	17	15	9	26	35	47
PTI98_005314	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2732047;2732047;2732826;2732826;2732914;2732914;2733050;2733050;2733137;2733137;2733580;2733580;2734834;2734834;2734997;2734997;2735124;2735124;2735605;2735605;2735693;2735693;2735863	2732767;2732767;2732865;2732865;2732999;2732999;2733077;2733077;2733531;2733531;2734770;2734770;2734929;2734929;2735073;2735073;2735556;2735556;2735637;2735637;2736074;2735810;2736074	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3482	1	1	3	0	5	0	117	49	1	0	4	1	13	21	0	0
PTI98_005315	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2736507;2736856;2736967;2737136;2737293;2737528;2737654;2737803	2736799;2736909;2737085;2737240;2737473;2737598;2737749;2738370	+;+;+;+;+;+;+;+	1487	0	10	24	0	26	36	185	63	14	1	3	12	0	18	17	2
PTI98_005316	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2738420;2738647;2738839;2739026;2739171	2738590;2738794;2738967;2739103;2739834	+;+;+;+;+	1190	0	6	19	3	16	10	117	87	9	0	2	8	2	27	14	3
PTI98_005317	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2739884;2740016;2740296;2740718;2740871;2741020;2741414;2741654;2742044	2739961;2740236;2740668;2740821;2740973;2741354;2741604;2741993;2742425	+;+;+;+;+;+;+;+;+	2127	0	4	0	0	2	0	99	26	0	0	2	0	0	26	0	2
PTI98_005318	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2742043;2742288;2742307;2742954;2742954;2743255;2743255;2743394;2743694;2743694;2743864;2743864;2744048;2744048;2744245;2744245;2744343;2744343;2744463;2744463;2744580;2744580;2744754;2744754;2745013;2745013;2745277	2742248;2742885;2742885;2743182;2743182;2743636;2743335;2743636;2743808;2743808;2743994;2743994;2744187;2744187;2744293;2744293;2744411;2744411;2744530;2744530;2744703;2744703;2744959;2744959;2745213;2745212;2745405	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2647	2	0	2	0	7	8	238	91	0	0	16	0	6	93	15	0
PTI98_005319	CM057207.1;CM057207.1;CM057207.1;CM057207.1	2745355;2745799;2746018;2746236	2745743;2745963;2746179;2747006	+;+;+;+	1487	0	0	1	0	4	0	115	5	0	0	8	0	15	6	2	0
PTI98_005320	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2746457;2747217;2747369;2747479;2747571;2747664;2747811;2748040;2748352;2748472;2748725;2748811	2747161;2747314;2747422;2747516;2747614;2747761;2747983;2748290;2748418;2748675;2748754;2749969	+;+;+;+;+;+;+;+;+;+;+;+	2921	0	9	0	0	0	3	50	16	0	0	3	0	3	13	8	0
PTI98_005321	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2749805;2750502;2750918;2751144;2751857;2751954;2752339;2752626	2750442;2750867;2751079;2751799;2751905;2752286;2752569;2752817	-;-;-;-;-;-;-;-	2627	2	1	0	0	5	15	43	18	0	0	0	0	1	4	1	0
PTI98_005322	CM057207.1;CM057207.1	2753476;2754314	2754259;2755989	-;-	2460	2	0	0	0	0	0	61	75	1	0	0	5	13	14	3	0
PTI98_005323	CM057207.1;CM057207.1;CM057207.1	2756253;2757133;2757504	2757043;2757448;2757579	-;-;-	1183	0	10	1	0	0	10	110	46	12	0	3	4	10	31	4	7
PTI98_005324	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2757685;2757917;2758070;2758202;2758318;2758402;2758695;2758944;2759168;2759376;2759530;2759724;2759841;2759972	2757841;2758007;2758142;2758261;2758351;2758535;2758885;2759115;2759317;2759483;2759670;2759795;2759915;2760684	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2171	25	28	25	0	9	25	509	218	4	0	14	12	27	156	48	17
PTI98_005325	CM057207.1;CM057207.1;CM057207.1;CM057207.1	2759965;2760767;2760912;2761037	2760677;2760850;2760985;2761211	-;-;-;-	1046	1	25	24	1	19	23	479	102	28	0	29	22	48	130	55	4
PTI98_005326	CM057207.1;CM057207.1	2761255;2762581	2762524;2762906	-;-	1596	0	0	1	0	2	1	102	74	0	0	1	0	1	18	6	5
PTI98_005327	CM057207.1;CM057207.1;CM057207.1	2762956;2765908;2766095	2765839;2766021;2766455	-;-;-	3359	0	8	1	0	0	26	123	109	0	0	6	4	17	51	11	5
PTI98_005328	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2766549;2766672;2766922;2767041;2767180	2766611;2766871;2766988;2767128;2767690	+;+;+;+;+	929	5	9	20	1	5	21	371	190	21	1	15	25	29	143	74	9
PTI98_005329	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2767740;2767862;2767999;2768909;2769150;2770225	2767808;2767937;2768855;2769096;2770170;2771079	+;+;+;+;+;+	3066	0	7	9	0	13	2	157	33	0	0	0	2	2	25	20	0
PTI98_005330	CM057207.1	2771080	2772345	+	1266	8	4	1	0	3	15	203	140	0	2	6	13	19	131	24	36
PTI98_005331	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2771627;2771627;2772395;2772673;2772673	2772336;2772623;2772623;2772836;2772836	-;-;-;-;-	1161	0	0	0	0	0	0	22	5	2	0	0	0	0	0	0	0
PTI98_005332	CM057207.1;CM057207.1	2772886;2773185	2773117;2773226	-;-	274	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
PTI98_005333	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2775153;2775306;2775520;2775593;2775762	2775200;2775467;2775539;2775700;2776157	+;+;+;+;+	734	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PTI98_005334	CM057207.1	2775962	2776506	-	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_005335	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2775962;2776563;2777509;2778098;2778362	2776492;2777453;2778035;2778314;2778852	-;-;-;-;-	2657	0	1	8	0	0	0	121	3	0	0	0	3	0	0	3	0
PTI98_005336	CM057207.1	2779146	2780870	-	1725	1	50	196	4	1187	449	30484	114	522	0	29	36	11	64	121	8
PTI98_005337	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2781615;2782132;2782223;2782312;2782568;2783285;2783449;2783676;2784360	2782073;2782168;2782256;2782353;2783227;2783391;2783607;2784282;2785131	+;+;+;+;+;+;+;+;+	2877	6	0	3	16	0	13	593	86	3	0	0	14	0	37	58	1
PTI98_005338	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2785070;2785070;2785982;2785982;2786207;2786207;2786282;2786282;2786358;2786358;2786431;2786451;2786506;2786609;2786609;2786761;2786761;2786982;2786982	2785925;2785925;2786150;2786150;2786228;2786228;2786297;2786297;2786382;2786382;2786450;2786539;2786539;2786710;2786710;2786925;2786925;2787029;2787029	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1512	0	0	2	0	0	0	70	30	0	0	2	0	0	12	1	0
PTI98_005339	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2787149;2787149;2787462;2787613;2787613;2787724;2787724;2787890;2787890;2788084;2788084;2788162;2788162;2788625;2788625	2787396;2787553;2787553;2787645;2787645;2787835;2787835;2788031;2788031;2788110;2788110;2788571;2788571;2789709;2789709	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2214	6	34	52	22	62	86	3465	1003	32	12	50	13	46	192	76	11
PTI98_005340	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2790440;2790572;2790641;2790768;2791228;2791397	2790501;2790592;2790705;2791178;2791338;2791636	+;+;+;+;+;+	910	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0
PTI98_005341	CM057207.1;CM057207.1;CM057207.1;CM057207.1	2791686;2791957;2792258;2792883	2791907;2792194;2792691;2793349	+;+;+;+	1361	1	0	0	0	0	3	45	46	1	0	0	0	0	10	3	12
PTI98_005342	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2793399;2793504;2793604;2793671;2793753;2793940;2794302;2794402;2794500;2794805	2793455;2793539;2793614;2793703;2793880;2794042;2794352;2794445;2794743;2795076	+;+;+;+;+;+;+;+;+;+	979	0	5	0	0	20	37	755	135	8	0	0	0	0	67	7	0
PTI98_005343	CM057207.1	2795017	2796608	-	1592	0	7	0	0	1	2	124	53	10	0	1	0	3	33	16	0
PTI98_005344	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2796658;2796658;2797467;2797467;2798035;2798035;2798297;2798297;2798726;2798726;2798899;2798988;2798988;2799099;2799233;2799233;2799307	2797403;2797403;2797980;2797980;2798237;2798237;2798595;2798595;2798925;2798841;2798925;2799177;2799035;2799177;2799703;2799252;2799703	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2623	1	0	7	0	29	52	1127	107	18	0	27	7	75	162	22	6
PTI98_005345	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2799753;2800332;2800500;2800905;2800905;2801539;2801539	2800327;2800849;2800849;2801472;2801472;2801924;2801924	-;-;-;-;-;-;-	2047	3	20	0	0	10	8	489	152	3	0	9	7	10	62	35	0
PTI98_005346	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2801750;2801832;2802025;2802544;2802743;2802925;2803149	2801774;2801970;2802485;2802681;2802862;2803090;2804159	+;+;+;+;+;+;+	2060	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PTI98_005347	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2803726;2804432;2804607;2804955;2805102;2805315;2805408;2805557;2805669;2805811;2805925;2806081;2806349	2804380;2804554;2804895;2805049;2805260;2805357;2805508;2805606;2805753;2805873;2806030;2806291;2807225	-;-;-;-;-;-;-;-;-;-;-;-;-	2857	0	0	0	0	0	0	19	4	0	0	0	0	0	3	0	0
PTI98_005348	CM057207.1	2807387	2808371	+	985	0	0	20	0	0	0	173	34	0	0	0	2	1	9	2	0
PTI98_005349	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2807275;2808421;2808630;2808830;2808958	2808371;2808570;2808776;2808907;2809117	-;-;-;-;-	1632	0	2	0	0	1	0	2	4	0	0	0	0	0	0	0	0
PTI98_005350	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2809785;2809958;2810049;2810188;2810779;2811015;2811619	2809891;2809990;2810127;2810726;2810962;2811557;2814199	+;+;+;+;+;+;+	4066	0	5	0	0	12	1	141	115	10	0	18	6	7	44	8	8
PTI98_005351	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2812521;2814249;2815391;2815483;2815621;2816198	2814187;2815336;2815432;2815569;2816121;2816512	-;-;-;-;-;-	3700	1	3	3	0	7	1	126	89	7	0	1	0	5	35	30	0
PTI98_005352	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2816562;2817687;2817883;2818187;2818390;2818546;2818685	2817629;2817818;2818116;2818330;2818476;2818614;2818900	-;-;-;-;-;-;-	1950	10	21	8	20	23	47	996	257	12	0	8	31	39	56	41	15
PTI98_005353	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2818950;2819725;2819897;2820208;2820436;2820600;2820846;2820976;2821169;2821304	2819663;2819843;2820153;2820380;2820547;2820788;2820928;2821117;2821248;2821479	-;-;-;-;-;-;-;-;-;-	2045	0	0	0	0	0	4	46	46	1	0	3	7	2	30	10	0
PTI98_005354	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2821529;2821993;2822238;2822339;2822562	2821937;2822185;2822282;2822508;2822719	-;-;-;-;-	975	0	3	0	0	0	4	24	12	0	0	4	1	2	3	1	0
PTI98_005355	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2822827;2823024;2823162;2823303;2823443;2823627;2823752;2823931;2824041;2824307	2822951;2823111;2823253;2823383;2823566;2823693;2823880;2823980;2824239;2825100	+;+;+;+;+;+;+;+;+;+	1749	0	2	3	0	3	0	52	8	0	0	0	0	0	4	2	1
PTI98_005356	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2825014;2826018;2826333;2826457;2826595	2825959;2826274;2826405;2826536;2827137	-;-;-;-;-	1899	0	9	4	2	0	11	120	69	8	1	0	3	5	59	11	0
PTI98_005357	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2826652;2827273;2827443;2827631;2828420;2828673	2827219;2827388;2827575;2828352;2828612;2829485	+;+;+;+;+;+	2545	3	16	4	0	1	17	346	86	10	0	5	3	26	49	21	0
PTI98_005358	CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1;CM057207.1	2828662;2828972;2829535;2829818;2830000;2830086;2830218	2828916;2829477;2829753;2829940;2830029;2830159;2830430	-;-;-;-;-;-;-	1420	0	2	3	2	14	4	269	90	0	0	0	10	13	24	9	0
