protein_id	sprot_acc	pident	evalue	protein_name	EC	GO	KEGG
KAN1682613.1	Q9URX1	45.5	5.2e-121	UNC93-like protein C922.05c		GO:0005737;GO:0016020;GO:0022857	spo:2543555
KAN1682623.1	Q94AX4	43.6	1.1e-121	D-lactate dehydrogenase [cytochrome], mitochondrial	1.1.2.4 {ECO:0000269|PubMed:14966218, ECO:0000269|PubMed:19586914}	GO:0004458;GO:0005524;GO:0005739;GO:0005886;GO:0008720;GO:0009507;GO:0019154;GO:0042802;GO:0050660;GO:0051596;GO:0071949;GO:1903457	ath:AT5G06580
KAN1682629.1	Q0CEF3	44.2	7.0e-188	Probable beta-glucosidase L	3.2.1.21	GO:0005576;GO:0008422;GO:0030245	
KAN1682641.1	Q54RA4	35.8	1.4e-60	Probable iron/ascorbate oxidoreductase DDB_G0283291	1.14.-.-	GO:0016706;GO:0046872	ddi:DDB_G0283291
KAN1682643.1	O59939	39.8	1.3e-53	Pectate lyase B	4.2.2.2	GO:0005576;GO:0030570;GO:0045490;GO:0046872	
KAN1682651.1	O14118	39.1	6.3e-06	Protein-lysine N-methyltransferase efm3	2.1.1.- {ECO:0000250|UniProtKB:P47163}	GO:0002182;GO:0005737;GO:0016279;GO:0032259	
KAN1682653.1	A7UI09	44.1	2.5e-112	Leucine aminopeptidase 2	3.4.11.-	GO:0004177;GO:0005576;GO:0006508;GO:0008235;GO:0046872	
KAN1682654.1	P27614	33.5	1.1e-88	Carboxypeptidase S	3.4.17.4 {ECO:0000305|PubMed:2026161}	GO:0000324;GO:0000328;GO:0004180;GO:0004181;GO:0005774;GO:0005775;GO:0046872;GO:0051603	sce:YJL172W
KAN1682671.1	Q9P7N5	36.4	3.9e-52	Translation initiation factor eIF2 assembly protein		GO:0000287;GO:0005524;GO:0005737;GO:0005829;GO:0044183;GO:1905143	spo:2541870
KAN1682673.1	Q7S4N5	44.0	4.1e-32	Metacaspase-1B	3.4.22.-	GO:0004197;GO:0005737;GO:0006508;GO:0006915	ncr:NCU02400
KAN1682674.1	P25042	39.3	8.3e-09	Repressor ROX1		GO:0000122;GO:0000785;GO:0000978;GO:0000987;GO:0001227;GO:0001228;GO:0003714;GO:0005634;GO:0006351;GO:0008301;GO:0030154;GO:0036295;GO:0043565;GO:0045944;GO:0071470;GO:0071472	sce:YPR065W
KAN1682675.1	O43073	44.6	1.8e-40	UPF0220 protein C8D2.02c		GO:0000329;GO:0005794;GO:0032511;GO:0034424	
KAN1682697.1	P50276	38.5	4.6e-96	High-affinity methionine permease		GO:0000101;GO:0000102;GO:0000324;GO:0003333;GO:0005886;GO:0015179;GO:0015821;GO:0042883;GO:0071944;GO:1903692	sce:YGR055W
KAN1682698.1	P50276	38.9	7.6e-110	High-affinity methionine permease		GO:0000101;GO:0000102;GO:0000324;GO:0003333;GO:0005886;GO:0015179;GO:0015821;GO:0042883;GO:0071944;GO:1903692	sce:YGR055W
KAN1682699.1	Q9UUE6	59.6	2.3e-222	Lysine--tRNA ligase, cytoplasmic	6.1.1.6	GO:0000049;GO:0002181;GO:0004824;GO:0005524;GO:0005737;GO:0006430	spo:2539746
KAN1682700.1	Q5RB58	45.4	1.7e-98	Mitotic checkpoint protein BUB3		GO:0000776;GO:0005634;GO:0007059;GO:0051301;GO:0051321;GO:0051983	pon:100172494
KAN1682703.1	F1SYB2	36.9	2.5e-79	Cytochrome P450 monooxygenase 124	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAN1682704.1	P47740	47.6	3.3e-133	Aldehyde dehydrogenase family 3 member A2	1.2.1.3 {ECO:0000269|PubMed:25286108};1.2.1.94 {ECO:0000250|UniProtKB:P51648}	GO:0000302;GO:0004028;GO:0004029;GO:0005737;GO:0005739;GO:0005743;GO:0005777;GO:0005778;GO:0005783;GO:0005789;GO:0006081;GO:0006631;GO:0006714;GO:0007417;GO:0007422;GO:0008544;GO:0016020;GO:0033306;GO:0042803;GO:0046292;GO:0046458;GO:0046577;GO:0050061;GO:0052814;GO:0120553	mmu:11671
KAN1682706.1	M2T7Z1	31.9	3.3e-42	FAD-dependent monooxygenase tpcD	1.-.-.- {ECO:0000269|PubMed:29417814}	GO:0016114;GO:0016491;GO:0071949	
KAN1682707.1	Q0V1D7	32.9	1.3e-26	Neutral protease 2 homolog SNOG_02177	3.4.24.39	GO:0004222;GO:0005576;GO:0006508;GO:0046872	pno:SNOG_02177
KAN1682708.1	A0A0H2ZIC3	35.0	1.7e-06	HTH-type transcriptional regulator GbdR		GO:0003700;GO:0006351;GO:0009893;GO:0043565	pau:PA14_71070
KAN1682709.1	P58283	33.2	3.1e-42	E3 ubiquitin-protein ligase RNF216	2.3.2.27	GO:0005634;GO:0005654;GO:0005829;GO:0006915;GO:0008270;GO:0030136;GO:0032648;GO:0043161;GO:0050691;GO:0061630;GO:0070936;GO:0098685;GO:0098793;GO:0098843;GO:0098978;GO:0099149;GO:0099546	mmu:108086
KAN1682711.1	Q05506	50.8	5.5e-178	Arginine--tRNA ligase, cytoplasmic	6.1.1.19	GO:0004814;GO:0005524;GO:0005739;GO:0005829;GO:0006420;GO:0032543;GO:1990825	sce:YDR341C
KAN1682712.1	P78571	91.4	1.6e-97	Small ribosomal subunit protein uS15		GO:0003735;GO:0005730;GO:0006412;GO:0022627;GO:0070181	
KAN1682713.1	Q9C0Z7	68.1	1.3e-104	Small ribosomal subunit protein eS6B		GO:0002181;GO:0003735;GO:0005829;GO:0022627	spo:2543581
KAN1682714.1	Q3ZFI7	52.1	1.0e-102	D-galacturonate reductase	1.1.1.365	GO:0016616;GO:0019698;GO:0102098	ag:AAX54673
KAN1682715.1	Q54GH4	48.1	2.2e-89	Inositol oxygenase	1.13.99.1	GO:0005506;GO:0005737;GO:0016701;GO:0019310;GO:0050113	ddi:DDB_G0290161
KAN1682716.1	Q9P6N2	47.3	6.1e-65	Pdp3-interacting factor 1	3.1.3.50 {ECO:0000250|UniProtKB:P53981}	GO:0000121;GO:0000287;GO:0005634;GO:0005737;GO:0005829;GO:0006325;GO:0006974;GO:0050286;GO:0110130	spo:2543317
KAN1682717.1	Q5PRA2	46.4	4.3e-266	2-oxoadipate dehydrogenase complex component E1	1.2.4.- {ECO:0000250|UniProtKB:Q96HY7}	GO:0005739;GO:0006096;GO:0030976;GO:0160166	dre:494076
KAN1682719.1	O94383	39.4	3.5e-278	Structural maintenance of chromosomes protein 1		GO:0000779;GO:0003677;GO:0005524;GO:0005634;GO:0005694;GO:0007062;GO:0007064;GO:0008278;GO:0016887;GO:0030892;GO:0030893;GO:0034087;GO:0051301;GO:0140588	spo:2540557
KAN1682721.1	Q6SSJ3	51.7	1.2e-215	Acetolactate synthase, mitochondrial	2.2.1.6	GO:0000287;GO:0003984;GO:0005739;GO:0005948;GO:0009099;GO:0030976;GO:0050660;GO:1901705	cng:CNAG_00268
KAN1682723.1	Q4PE39	80.5	0.0e+00	Protein transport protein SEC23		GO:0000139;GO:0005096;GO:0005789;GO:0006886;GO:0008270;GO:0030127;GO:0070971;GO:0090110	uma:UMAG_01624
KAN1682726.1	Q4PE39	76.2	1.2e-183	Protein transport protein SEC23		GO:0000139;GO:0005096;GO:0005789;GO:0006886;GO:0008270;GO:0030127;GO:0070971;GO:0090110	uma:UMAG_01624
KAN1682728.1	Q4PE39	76.2	1.2e-183	Protein transport protein SEC23		GO:0000139;GO:0005096;GO:0005789;GO:0006886;GO:0008270;GO:0030127;GO:0070971;GO:0090110	uma:UMAG_01624
KAN1682731.1	Q4PE39	76.2	1.2e-183	Protein transport protein SEC23		GO:0000139;GO:0005096;GO:0005789;GO:0006886;GO:0008270;GO:0030127;GO:0070971;GO:0090110	uma:UMAG_01624
KAN1682734.1	Q4PE39	76.2	1.2e-183	Protein transport protein SEC23		GO:0000139;GO:0005096;GO:0005789;GO:0006886;GO:0008270;GO:0030127;GO:0070971;GO:0090110	uma:UMAG_01624
KAN1682736.1	Q4PE39	76.2	1.2e-183	Protein transport protein SEC23		GO:0000139;GO:0005096;GO:0005789;GO:0006886;GO:0008270;GO:0030127;GO:0070971;GO:0090110	uma:UMAG_01624
KAN1682738.1	Q4PE39	76.2	1.2e-183	Protein transport protein SEC23		GO:0000139;GO:0005096;GO:0005789;GO:0006886;GO:0008270;GO:0030127;GO:0070971;GO:0090110	uma:UMAG_01624
KAN1682746.1	Q9UUA7	43.8	2.4e-16	DUF1769 family protein		GO:0005634;GO:0005829	spo:2540826
KAN1682747.1	Q6FML7	52.0	9.1e-09	Transcription activator of gluconeogenesis ERT1		GO:0000977;GO:0001227;GO:0005634;GO:0006094;GO:0006351;GO:0008270;GO:0009267;GO:0045013;GO:0045722;GO:0045944;GO:0045991	cgr:2890386
KAN1682749.1	I1RV17	57.2	2.7e-148	NADH:flavin oxidoreductase FG08077	1.6.-.- {ECO:0000305|PubMed:17175185}	GO:0003959;GO:0010181;GO:0050661	fgr:FGSG_08077
KAN1682750.1	I1RV17	55.5	1.2e-149	NADH:flavin oxidoreductase FG08077	1.6.-.- {ECO:0000305|PubMed:17175185}	GO:0003959;GO:0010181;GO:0050661	fgr:FGSG_08077
KAN1682756.1	P30838	45.9	2.8e-132	Aldehyde dehydrogenase, dimeric NADP-preferring	1.2.1.5 {ECO:0000269|PubMed:1737758, ECO:0000269|PubMed:22021038}	GO:0004028;GO:0004029;GO:0004030;GO:0005615;GO:0005737;GO:0005783;GO:0005829;GO:0006081;GO:0006629;GO:0006805;GO:0008106;GO:0016020;GO:0018479	hsa:218
KAN1682758.1	P31688	38.7	4.4e-171	Trehalose-phosphatase	3.1.3.12 {ECO:0000269|PubMed:2546763}	GO:0004805;GO:0005739;GO:0005946;GO:0005991;GO:0005992;GO:0006995;GO:0010508	sce:YDR074W
KAN1682767.1	Q06598	35.0	8.1e-59	Arsenical-resistance protein 3		GO:0005886;GO:0006811;GO:0015104;GO:0015105;GO:0015297;GO:0015699;GO:0015700;GO:0046685	sce:YPR201W
KAN1682769.1	Q5BF93	38.0	8.1e-97	Mannosyl-oligosaccharide alpha-1,2-mannosidase 1B	3.2.1.113 {ECO:0000250|UniProtKB:P32906}	GO:0004571;GO:0005509;GO:0005783;GO:0005975;GO:0016020;GO:0036503;GO:0060205	
KAN1682779.1	O94661	35.3	4.3e-20	GTPase-activating protein gyp10		GO:0000920;GO:0005096;GO:0005634;GO:0005783;GO:0005789;GO:0005829;GO:0006888;GO:0016192	spo:2541149
KAN1682780.1	Q9P6L7	54.3	2.3e-86	Mitochondrial carrier protein rim2		GO:0005739;GO:0005743;GO:0015218;GO:1990519	spo:2543465
KAN1682782.1	P08158	40.9	8.1e-138	Acetamidase	3.5.1.4	GO:0004040;GO:0034251;GO:0043605	ani:ANIA_08777
KAN1682784.1	Q4PFA5	90.7	4.5e-101	Ubiquitin-conjugating enzyme E2 2	2.3.2.23 {ECO:0000250|UniProtKB:P06104}	GO:0000209;GO:0000722;GO:0000724;GO:0000781;GO:0003697;GO:0005524;GO:0005634;GO:0005737;GO:0006281;GO:0006353;GO:0006366;GO:0007535;GO:0009302;GO:0017116;GO:0030435;GO:0031509;GO:0031571;GO:0033503;GO:0034620;GO:0036503;GO:0042138;GO:0042275;GO:0042276;GO:0043161;GO:0061631;GO:0070628;GO:0070987;GO:0071596;GO:0071629;GO:0090089;GO:0097505;GO:0120174;GO:1990303;GO:1990304;GO:2000639	uma:UMAG_01208
KAN1682788.1	P25970	30.7	6.0e-13	Uncharacterized oxidoreductase MXAN_5909	1.-.-.-	GO:0016020;GO:0016491	mxa:MXAN_5909
KAN1682790.1	P23506	54.3	2.5e-60	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	2.1.1.77 {ECO:0000269|PubMed:12023972, ECO:0000269|PubMed:16923807}	GO:0004719;GO:0005615;GO:0005737;GO:0005829;GO:0006479;GO:0008757;GO:0010667;GO:0016323;GO:0031526;GO:0043204;GO:0046498;GO:0046500	mmu:18537
KAN1682791.1	A0A0D1DZT6	47.4	5.4e-86	Serine/arginine (SR)-type shuttling mRNA binding protein		GO:0003723;GO:0003729;GO:0005634;GO:0005737;GO:0016973;GO:0071028;GO:0140453;GO:1990904	uma:UMAG_10375
KAN1682793.1	O13968	36.4	3.3e-104	Carboxypeptidase S	3.4.17.4	GO:0000324;GO:0000328;GO:0004180;GO:0004181;GO:0005576;GO:0005774;GO:0006520;GO:0006629;GO:0007039;GO:0016810;GO:0043604;GO:0043605;GO:0046872;GO:0051603	
KAN1682798.1	P38861	48.5	2.0e-180	60S ribosomal export protein NMD3		GO:0000055;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0015031;GO:0030674;GO:0043023;GO:0070180	sce:YHR170W
KAN1682799.1	Q09140	33.8	7.1e-215	UDP-glucose:glycoprotein glucosyltransferase	2.4.1.-	GO:0003980;GO:0005509;GO:0005537;GO:0005783;GO:0005788;GO:0006491;GO:0051082;GO:0051787	spo:2541413
KAN1682800.1	Q08435	58.3	1.6e-316	Plasma membrane ATPase 1	7.1.2.1	GO:0005524;GO:0005886;GO:0008553;GO:0016887;GO:0046872;GO:0120029	
KAN1682801.1	P0C8M8	32.3	5.2e-102	Probable serine/threonine-protein kinase CCRP1	2.7.11.21	GO:0004674;GO:0005524;GO:0005634;GO:0106310	
KAN1682803.1	P0CR32	51.9	1.8e-46	Succinate dehydrogenase assembly factor 2, mitochondrial		GO:0005739;GO:0005759;GO:0006099;GO:0006121;GO:0018293;GO:0034553	cne:CNA04680
KAN1682804.1	A1CJ18	82.9	3.0e-247	ATP-dependent RNA helicase dhh1	3.6.4.13	GO:0000290;GO:0000749;GO:0000932;GO:0003682;GO:0003724;GO:0003729;GO:0005524;GO:0006397;GO:0006995;GO:0007124;GO:0010494;GO:0010603;GO:0016887;GO:0033962;GO:0034063;GO:0036267;GO:0042149;GO:0045727;GO:0045900;GO:0051028;GO:0098562	act:ACLA_033450
KAN1682805.1	F1SY68	39.2	1.5e-116	Cytochrome P450 monooxygenase 67	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAN1682810.1	O94679	35.6	5.1e-202	Condensin complex subunit 1		GO:0000776;GO:0000779;GO:0000791;GO:0000796;GO:0003690;GO:0005634;GO:0005730;GO:0005737;GO:0007076;GO:0010032;GO:0042393;GO:0051301;GO:0140602	spo:2541201
KAN1682824.1	P18296	37.8	9.2e-86	Separin	3.4.22.49	GO:0004175;GO:0004197;GO:0005634;GO:0005737;GO:0005829;GO:0006508;GO:0006974;GO:0034088;GO:0034090;GO:0044732;GO:0051301;GO:0051306;GO:0051307;GO:0072686;GO:0140013;GO:1990023;GO:1990520	spo:2539442
KAN1682833.1	O13853	52.4	1.1e-152	Phosphatidylinositol 4-phosphate 5-kinase its3	2.7.1.68 {ECO:0000305|PubMed:10950958}	GO:0005524;GO:0005543;GO:0005886;GO:0016308;GO:0030989;GO:0032153;GO:0046854;GO:0051301;GO:0052811;GO:1902412;GO:1902635	spo:2542231
KAN1682834.1	P41820	43.7	0.0e+00	Brefeldin A resistance protein		GO:0005524;GO:0005886;GO:0016887;GO:0042626;GO:0046677;GO:0140359;GO:1990961	spo:2539195
KAN1682836.1	P0CO10	69.0	3.4e-220	Pre-mRNA-splicing factor CLF1		GO:0000245;GO:0000398;GO:0000974;GO:0071007;GO:0071014	cne:CNA06730
KAN1682837.1	P0CQ91	48.1	2.3e-198	ATP-dependent RNA helicase MAK5	3.6.4.13	GO:0003723;GO:0003724;GO:0005524;GO:0005730;GO:0006364;GO:0016887	cnb:CNBL0260
KAN1682838.1	P02982	31.4	3.6e-10	Tetracycline resistance protein, class A		GO:0005886;GO:0015297;GO:0046677;GO:1902600	
KAN1682839.1	A0A348B779	76.6	8.4e-193	Sesquiterpene synthase 1	4.2.3.- {ECO:0000269|PubMed:30105900};4.2.3.125 {ECO:0000269|PubMed:30105900};4.2.3.126 {ECO:0000269|PubMed:30105900};4.2.3.127 {ECO:0000269|PubMed:30105900};4.2.3.133 {ECO:0000269|PubMed:30105900}	GO:0008299;GO:0010333;GO:0046872;GO:0102877	
KAN1682847.1	Q99161	43.7	6.1e-45	Translocation protein SEC62		GO:0005783;GO:0005789;GO:0008320;GO:0016020;GO:0031204	yli:2907281
KAN1682848.1	O94260	68.8	3.3e-55	Putative G3BP-like protein		GO:0003729;GO:0005829;GO:0010494;GO:0034063;GO:0051028;GO:1990861	spo:2541364
KAN1682849.1	A1DBT4	36.4	3.1e-49	Probable pectinesterase A	3.1.1.11	GO:0005576;GO:0030599;GO:0042545;GO:0045490	nfi:NFIA_099600
KAN1682850.1	Q03667	40.6	1.3e-13	Mitochondrial intermembrane space cysteine motif-containing protein MIX17		GO:0005634;GO:0005737;GO:0005739;GO:0005758;GO:0007005;GO:0009060	sce:YMR002W
KAN1682854.1	A0A423WA64	74.9	2.1e-198	Mitogen-activated protein kinase Pmk1	2.7.11.24 {ECO:0000269|PubMed:35735975}	GO:0004707;GO:0005524;GO:0075018;GO:0106310	
KAN1682860.1	C3K630	44.8	7.3e-72	L-amino acid amidase	3.5.1.101	GO:0006508;GO:0008233;GO:0016020	
KAN1682861.1	A0A142I739	33.3	8.1e-09	UstYa family oxidase phomYe	1.-.-.- {ECO:0000305|PubMed:34608734}	GO:0016020;GO:0016491;GO:0043386	
KAN1682865.1	B2Z3V8	32.9	4.7e-19	L-azetidine-2-carboxylate hydrolase	3.5.-.- {ECO:0000269|PubMed:18487339, ECO:0000269|PubMed:20606277}	GO:0009636;GO:0019120;GO:0042597	
KAN1682867.1	Q9UBH6	41.8	5.6e-07	Solute carrier family 53 member 1		GO:0000822;GO:0001618;GO:0005315;GO:0005886;GO:0006817;GO:0015562;GO:0016036;GO:0030643;GO:0035435	hsa:9213
KAN1682868.1	Q55C58	35.9	1.1e-147	Vacuolar protein sorting-associated protein 16 homolog		GO:0003779;GO:0005768;GO:0006886;GO:0010008;GO:0015629;GO:0016192;GO:0016197;GO:0030897;GO:0042144	ddi:DDB_G0270754
KAN1682870.1	Q566L8	43.4	4.1e-62	Methionine adenosyltransferase 2 subunit beta		GO:0006556;GO:0006730;GO:0030234;GO:0048269	xtr:549582
KAN1682871.1	A0A089FRP6	42.4	2.8e-110	MFS transporter prlG		GO:0005886;GO:0022857	
KAN1682873.1	P43620	31.7	4.3e-57	Sporulation protein RMD8		GO:0005737;GO:0005739;GO:0005783;GO:0016020;GO:0030435;GO:0051321	sce:YFR048W
KAN1682874.1	Q9LFN3	40.8	1.4e-52	Probable sugar phosphate/phosphate translocator At5g11230		GO:0000138;GO:0005768;GO:0005794;GO:0005802;GO:0005886;GO:0015297;GO:0055085	ath:AT5G11230
KAN1682875.1	Q4P9K4	58.2	0.0e+00	Protein transport protein SEC24		GO:0000139;GO:0000149;GO:0005789;GO:0005801;GO:0006886;GO:0008270;GO:0030127;GO:0070971;GO:0090110;GO:1990753	uma:UMAG_03209
KAN1682876.1	P18496	30.3	1.6e-22	Mitochondrial ATPase complex subunit ATP10		GO:0005737;GO:0005739;GO:0005743;GO:0031966;GO:0033615;GO:0051082	sce:YLR393W
KAN1682877.1	Q9HGX4	90.1	9.1e-75	Histone H2A		GO:0000786;GO:0003677;GO:0005634;GO:0006281;GO:0030527;GO:0046982	
KAN1682880.1	Q09330	35.1	1.1e-22	mRNA export protein mlo3		GO:0000346;GO:0000775;GO:0000791;GO:0003729;GO:0005634;GO:0051028;GO:0071040;GO:0140746	spo:2540565
KAN1682883.1	Q9VK68	32.0	3.2e-27	PITH domain-containing protein CG6153		GO:0005634;GO:0005737;GO:0045654;GO:0060255;GO:0080090	dme:Dmel_CG6153
KAN1682884.1	O94307	42.2	4.6e-32	Probable prefoldin subunit 5		GO:0005634;GO:0005737;GO:0005829;GO:0006457;GO:0016272;GO:0032153;GO:0051082;GO:0051286;GO:1990113;GO:1990114;GO:1990115	spo:2540664
KAN1682885.1	Q06137	36.4	4.6e-87	Putative 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase YLR345W	2.7.1.105;3.1.3.46	GO:0003873;GO:0004331;GO:0005524;GO:0005737;GO:0005829;GO:0006000;GO:0006003;GO:0006110	sce:YLR345W
KAN1682886.1	Q10279	46.3	5.6e-94	Uracil permease		GO:0000139;GO:0000324;GO:0005783;GO:0005886;GO:0015205;GO:0015210;GO:0015505;GO:0015851;GO:0044853;GO:0098721	spo:2542586
KAN1682888.1	P08092	45.3	3.0e-66	Negative regulator of sexual conjugation and meiosis	2.7.11.1	GO:0000086;GO:0000122;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0007165;GO:0010506;GO:0010515;GO:0042308;GO:0044843;GO:0051321;GO:0106310;GO:0110045;GO:1900087	spo:2540580
KAN1682891.1	C4QZ20	36.4	1.9e-20	Flap endonuclease 1	3.1.-.- {ECO:0000255|HAMAP-Rule:MF_03140}	GO:0000287;GO:0003677;GO:0005654;GO:0005730;GO:0005739;GO:0005829;GO:0006284;GO:0006303;GO:0007534;GO:0008409;GO:0017108;GO:0035753;GO:0043137	ppa:PAS_chr1-4_0633
KAN1682892.1	P53621	47.9	5.7e-295	Coatomer subunit alpha		GO:0000139;GO:0003729;GO:0005179;GO:0005198;GO:0005615;GO:0005737;GO:0005789;GO:0005829;GO:0006886;GO:0006888;GO:0006890;GO:0006891;GO:0016020;GO:0030126;GO:0030133;GO:0030157;GO:0030426;GO:0070062	hsa:1314
KAN1682894.1	Q12458	47.9	1.0e-81	Aldehyde reductase YPR1	1.1.1.2 {ECO:0000269|PubMed:12210903}	GO:0004032;GO:0004090;GO:0005634;GO:0005737;GO:0005829;GO:0019568;GO:0032018;GO:0034599;GO:0042843;GO:0045149;GO:0052588	sce:YDR368W
KAN1682901.1	B5KFL3	69.9	2.4e-42	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	5.2.1.8	GO:0003677;GO:0003755;GO:0005730;GO:0005737;GO:0005819;GO:0006364	tgu:100190566
KAN1682902.1	Q8LPJ4	71.1	4.6e-316	ABC transporter E family member 2		GO:0005506;GO:0005524;GO:0005829;GO:0006413;GO:0006415;GO:0016020;GO:0016887;GO:0043024;GO:0051539;GO:0060255	ath:AT4G19210
KAN1682903.1	Q3SZL5	31.1	5.0e-21	GPI-anchor transamidase component PIGS		GO:0006506;GO:0016255;GO:0042765	bta:504583
KAN1682904.1	A1C9R2	42.3	1.3e-57	Protein fyv10		GO:0005634;GO:0005737;GO:0008270;GO:0034657;GO:0043161;GO:0061630	act:ACLA_009000
KAN1682906.1	Q5AZJ0	57.3	8.1e-24	Required for respiratory growth protein 9, mitochondrial		GO:0005634;GO:0005739	ani:ANIA_06290
KAN1682907.1	C4M4P4	36.7	1.9e-18	Coactosin		GO:0001891;GO:0005737;GO:0030427;GO:0030833;GO:0030864;GO:0031143;GO:0031234;GO:0051015	ehi:EHI_168340
KAN1682908.1	Q4P9Y9	68.8	1.1e-60	Nascent polypeptide-associated complex subunit beta		GO:0005634;GO:0005829;GO:0005854;GO:0006351;GO:0015031	uma:UMAG_03074
KAN1682909.1	Q66H76	35.0	8.6e-27	Paxillin		GO:0001725;GO:0005078;GO:0005178;GO:0005829;GO:0005886;GO:0005911;GO:0005925;GO:0005938;GO:0007010;GO:0007179;GO:0007229;GO:0008013;GO:0008360;GO:0016477;GO:0017166;GO:0018108;GO:0019901;GO:0019903;GO:0030027;GO:0030032;GO:0031252;GO:0031663;GO:0034446;GO:0034614;GO:0038191;GO:0043542;GO:0044877;GO:0045766;GO:0045860;GO:0046872;GO:0048041;GO:0048754;GO:0051435;GO:0051496;GO:0060396;GO:1900026;GO:1901652	
KAN1682910.1	Q10234	46.5	1.0e-33	Small ribosomal subunit protein uS5m		GO:0003723;GO:0003735;GO:0005739;GO:0005743;GO:0005763;GO:0006412;GO:0032543	spo:2543504
KAN1682915.1	Q29AU5	30.0	1.7e-28	Mitochondrial GTPase 1		GO:0003924;GO:0005525;GO:0005743;GO:0032543	dpo:4800930
KAN1682916.1	Q32P79	50.4	1.5e-29	DNA-directed RNA polymerase II subunit RPB11		GO:0003677;GO:0003899;GO:0005634;GO:0005665;GO:0006366;GO:0046983	bta:540428
KAN1682917.1	P78987	69.1	1.3e-60	Large ribosomal subunit protein uL15		GO:0003723;GO:0003735;GO:0005634;GO:0006412;GO:0022625	
KAN1682918.1	A0A6S6QPY4	33.8	1.4e-72	Cytochrome P450 monooxygenase ple5B	1.-.-.- {ECO:0000269|PubMed:28924980}	GO:0004497;GO:0005506;GO:0016020;GO:0016114;GO:0016705;GO:0020037	
KAN1682920.1	A0A8J9S3B0	34.1	4.0e-38	Short-chain dehydrogenase/reductase PhomF	1.-.-.- {ECO:0000305|PubMed:34608734}	GO:0016491	
KAN1682921.1	A0A8J9S3B0	35.9	7.8e-41	Short-chain dehydrogenase/reductase PhomF	1.-.-.- {ECO:0000305|PubMed:34608734}	GO:0016491	
KAN1682923.1	P83692	43.9	8.7e-97	Arabinogalactan endo-beta-1,4-galactanase	3.2.1.89	GO:0004553;GO:0015926;GO:0016998;GO:0030247;GO:0031218;GO:0045490	
KAN1682924.1	P0DO34	37.3	3.1e-55	NADH-dependent flavin oxidoreductase iliE	1.-.-.- {ECO:0000269|PubMed:31216742}	GO:0010181;GO:0016020;GO:0016491	
KAN1682929.1	Q54SR7	55.8	3.6e-46	FK506-binding protein 2	5.2.1.8	GO:0003755;GO:0005783	ddi:DDB_G0282267
KAN1682931.1	Q5BGR2	30.8	2.4e-107	Protein mesA		GO:0005886;GO:0005938;GO:0030010;GO:0030448;GO:0051666	ani:ANIA_00268
KAN1682937.1	O43242	45.3	6.2e-124	26S proteasome non-ATPase regulatory subunit 3		GO:0000502;GO:0005576;GO:0005634;GO:0005654;GO:0005829;GO:0006511;GO:0006979;GO:0008021;GO:0008541;GO:0010498;GO:0016020;GO:0022624;GO:0030234;GO:0034774;GO:0043161;GO:0061136;GO:0070062;GO:0071357;GO:1904813	hsa:5709
KAN1682938.1	A0A1D8PNR5	49.3	1.8e-119	Spermidine transporter DUR31		GO:0005886;GO:0009267;GO:0015606;GO:0015848;GO:0030447;GO:0036170;GO:0036180;GO:0044182;GO:0051454;GO:0055085;GO:0071248	cal:CAALFM_C503480CA
KAN1682940.1	A1D1W1	41.2	1.3e-102	Probable mannosyl-oligosaccharide alpha-1,2-mannosidase 1B	3.2.1.113 {ECO:0000250|UniProtKB:P32906}	GO:0004571;GO:0005509;GO:0005783;GO:0005975;GO:0016020;GO:0036503;GO:0060205	nfi:NFIA_010860
KAN1682941.1	B8F5J4	34.8	2.5e-06	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11 {ECO:0000255|HAMAP-Rule:MF_01039}	GO:0004619;GO:0006094;GO:0006096	hap:HAPS_0971
KAN1682942.1	F1SYB2	35.6	1.6e-77	Cytochrome P450 monooxygenase 124	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAN1682943.1	P07754	50.1	2.3e-114	Alcohol dehydrogenase 3	1.1.1.1	GO:0004022;GO:0005737;GO:0008270	ani:ANIA_02286
KAN1682944.1	Q5DWG1	42.2	1.4e-50	Pathogenesis-related thaumatin-like protein 3.5		GO:0006952;GO:0009737	
KAN1682946.1	O14470	44.5	7.2e-97	SWI/SNF and RSC complexes subunit ssr2		GO:0000785;GO:0003677;GO:0005737;GO:0006338;GO:0006357;GO:0008270;GO:0016514;GO:0016586;GO:0042393;GO:0045815;GO:0045893	spo:2541851
