protein_id	sprot_acc	pident	evalue	protein_name	EC	GO	KEGG
KAJ8697749.1	H2KYQ5	34.5	2.8e-11	Glycogenin-1	2.4.1.186 {ECO:0000250|UniProtKB:P13280}	GO:0005634;GO:0005737;GO:0005978;GO:0008466;GO:0046872;GO:0055120	cel:CELE_F56B6.4
KAJ8697753.1	A5H0J4	67.8	1.1e-99	Uracil phosphoribosyltransferase	2.4.2.9	GO:0004845;GO:0005525;GO:0044206	
KAJ8697754.1	Q06287	65.5	2.6e-97	Ribosomal RNA small subunit methyltransferase NEP1	2.1.1.260 {ECO:0000269|PubMed:20972225}	GO:0000447;GO:0000472;GO:0000480;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005880;GO:0006364;GO:0019843;GO:0030490;GO:0030686;GO:0031167;GO:0032040;GO:0034399;GO:0042274;GO:0042802;GO:0070037;GO:0070475	sce:YLR186W
KAJ8697755.1	Q10137	58.2	2.5e-110	Sec14 cytosolic factor		GO:0005628;GO:0005634;GO:0006892;GO:0008526;GO:0015031;GO:0031322;GO:0032120;GO:0032153;GO:0051286;GO:0120010;GO:0120019	spo:2543628
KAJ8697769.1	O42916	39.7	5.3e-105	Lysophospholipid acyltransferase	2.3.1.23;2.3.1.51	GO:0003841;GO:0005783;GO:0005789;GO:0006646;GO:0006656;GO:0016020;GO:0030258;GO:0046474;GO:0047184;GO:0106262	spo:2539940
KAJ8697770.1	Q10192	68.4	1.8e-81	Large ribosomal subunit protein eL18A		GO:0002181;GO:0003723;GO:0003735;GO:0005829;GO:0022625;GO:0030684	spo:2539678
KAJ8697771.1	Q3ZBT6	59.4	2.6e-32	Transformer-2 protein homolog beta		GO:0000381;GO:0000398;GO:0003729;GO:0005634;GO:0005681;GO:0043484;GO:0048026	bta:615156
KAJ8697774.1	P13860	66.2	7.2e-223	Exoglucanase 1	3.2.1.91	GO:0005576;GO:0016162;GO:0030245;GO:0030248	
KAJ8697775.1	O74791	31.6	5.6e-46	GTPase grn1		GO:0003723;GO:0003924;GO:0005525;GO:0005634;GO:0005730;GO:0006364;GO:0015031;GO:0030684;GO:1902626	spo:2540469
KAJ8697777.1	Q74ZZ0	36.5	4.2e-36	3-keto-steroid reductase	1.1.1.270	GO:0000253;GO:0005789;GO:0005811;GO:0006696	ago:AGOS_AGR068W
KAJ8697779.1	P0CP27	68.2	8.6e-211	Nucleolar protein 58		GO:0006364;GO:0030515;GO:0031428;GO:0032040	cnb:CNBF4620
KAJ8697780.1	Q0CSD3	42.0	6.1e-98	Carboxypeptidase Y homolog A	3.4.16.5	GO:0000328;GO:0004185;GO:0006508	
KAJ8697785.1	F4HU58	31.6	1.3e-35	tRNA-specific adenosine deaminase TAD1	3.5.4.34 {ECO:0000269|PubMed:23355609}	GO:0003725;GO:0003726;GO:0005634;GO:0005730;GO:0005737;GO:0006382;GO:0006396;GO:0006400;GO:0008251;GO:0042803;GO:0043829;GO:0046872	ath:AT1G01760
KAJ8697786.1	P51400	31.9	4.3e-32	Double-stranded RNA-specific editase 1	3.5.4.37	GO:0003723;GO:0003725;GO:0003726;GO:0004000;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0006382;GO:0006396;GO:0006397;GO:0007274;GO:0008251;GO:0008285;GO:0016553;GO:0016556;GO:0021610;GO:0021618;GO:0021965;GO:0030336;GO:0035264;GO:0042802;GO:0044387;GO:0045070;GO:0045202;GO:0046872;GO:0050685;GO:0050884;GO:0051726;GO:0060384;GO:0060415;GO:0061744;GO:0097049	rno:25367
KAJ8697789.1	A0A1U8QQY7	31.9	4.1e-33	Mechanosensitive ion channel protein A	7.-.-.- {ECO:0000305|PubMed:35941834}	GO:0005262;GO:0005509;GO:0005886;GO:0006874;GO:0006884;GO:0015275;GO:0070588;GO:0097038;GO:0160219;GO:7770017	ani:ANIA_07571
KAJ8697791.1	D4GP30	44.0	4.0e-42	D-xylose 1-dehydrogenase (NADP(+)) 2	1.1.1.179	GO:0000166;GO:0005576;GO:0047837	hvo:HVO_B0029
KAJ8697792.1	O14459	64.1	2.7e-78	DNA-directed RNA polymerase II subunit rpb7		GO:0000932;GO:0000956;GO:0003697;GO:0003727;GO:0005634;GO:0005665;GO:0005829;GO:0006367;GO:0006368;GO:0010590;GO:0016591;GO:0031369;GO:0045948;GO:0060213	
KAJ8697793.1	O14459	62.0	1.0e-65	DNA-directed RNA polymerase II subunit rpb7		GO:0000932;GO:0000956;GO:0003697;GO:0003727;GO:0005634;GO:0005665;GO:0005829;GO:0006367;GO:0006368;GO:0010590;GO:0016591;GO:0031369;GO:0045948;GO:0060213	
KAJ8697794.1	P9WEZ2	34.8	2.2e-13	Reductase pytE	1.-.-.- {ECO:0000305|PubMed:32077283}	GO:0004074;GO:0042602	
KAJ8697798.1	O74777	66.5	5.0e-92	KRR1 small subunit processome component homolog		GO:0003723;GO:0005634;GO:0005730;GO:0006364;GO:0032040	spo:2540544
KAJ8697803.1	Q2KIR1	52.9	6.4e-26	U1 small nuclear ribonucleoprotein A		GO:0000398;GO:0003723;GO:0005654;GO:0005681;GO:0005685;GO:0030619;GO:0042802	bta:509802
KAJ8697804.1	Q8J2Q2	34.5	9.8e-37	Ceramide Synthase FUM18	2.3.1.- {ECO:0000305}	GO:0005789;GO:0046513;GO:0050291	fvr:FVEG_00328
KAJ8697805.1	Q4WY05	68.3	5.7e-15	Basic leucine zipper transcription factor atfA		GO:0000978;GO:0000981;GO:0005634;GO:0006351;GO:0006357	afm:AFUA_3G11330
KAJ8697809.1	Q6BT27	33.9	1.5e-21	ATP-dependent RNA helicase FAL1	3.6.4.13	GO:0000462;GO:0003723;GO:0003724;GO:0005524;GO:0016887;GO:0030688;GO:0030874;GO:0097078	dha:DEHA2D04048g
KAJ8697812.1	Q5U395	48.7	6.7e-51	CTD nuclear envelope phosphatase 1A	3.1.3.16	GO:0004721;GO:0004722;GO:0005635;GO:0005737;GO:0005789;GO:0006998;GO:0010867;GO:0031965;GO:0071595	dre:492343
KAJ8697814.1	P0CR54	62.2	2.0e-75	Vacuolar-sorting protein SNF7		GO:0000815;GO:0005635;GO:0005771;GO:0005829;GO:0006900;GO:0007031;GO:0009898;GO:0031468;GO:0032511;GO:0042802;GO:0043328;GO:0061709;GO:0070676;GO:1904669	cne:CNC00960
KAJ8697815.1	Q92407	38.7	4.8e-95	Glucokinase	2.7.1.1 {ECO:0000269|PubMed:8856049};2.7.1.2 {ECO:0000269|PubMed:8856049}	GO:0001678;GO:0004340;GO:0005524;GO:0005536;GO:0005739;GO:0005829;GO:0006006;GO:0006096;GO:0008865;GO:0019158;GO:0047931	
KAJ8697817.1	P61803	50.9	5.3e-36	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1		GO:0005789;GO:0006487;GO:0006915;GO:0008047;GO:0008250;GO:0009101;GO:0016020;GO:0031647;GO:0043066;GO:0160226;GO:0160227	hsa:1603
KAJ8697819.1	O94673	40.9	2.7e-72	Glycerophosphocholine acyltransferase 1	2.3.1.- {ECO:0000250|UniProtKB:P48236}	GO:0000139;GO:0005783;GO:0005789;GO:0005794;GO:0006656;GO:0016020;GO:0106158	spo:2541180
KAJ8697820.1	F1SY71	42.9	1.2e-119	Cytochrome P450 monooxygenase 71	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAJ8697825.1	Q7L9L4	61.1	8.6e-102	MOB kinase activator 1B		GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0019209;GO:0019900;GO:0030295;GO:0031952;GO:0035329;GO:0043539;GO:0046872;GO:0070062	hsa:92597
KAJ8697828.1	P13860	65.1	1.1e-238	Exoglucanase 1	3.2.1.91	GO:0005576;GO:0016162;GO:0030245;GO:0030248	
KAJ8697830.1	Q9D4H7	41.5	1.1e-44	LON peptidase N-terminal domain and RING finger protein 3		GO:0005737;GO:0008270;GO:0061630	mmu:74365
KAJ8697831.1	P0C872	39.0	1.0e-34	Bifunctional peptidase and (3S)-lysyl hydroxylase Jmjd7	1.14.11.63 {ECO:0000250|UniProtKB:P0C870};3.4.-.- {ECO:0000269|PubMed:28847961}	GO:0004175;GO:0004177;GO:0004497;GO:0005634;GO:0005737;GO:0006508;GO:0016706;GO:0018126;GO:0046872;GO:0106155	mmu:433466
KAJ8697832.1	Q9P7H0	54.3	4.7e-24	H/ACA ribonucleoprotein complex subunit nhp2		GO:0000454;GO:0005634;GO:0005730;GO:0005732;GO:0019843;GO:0031118;GO:0031120;GO:0031429;GO:0034513	spo:2542369
KAJ8697833.1	Q9P3W6	31.5	1.2e-40	Uncharacterized protein C458.02c		GO:0003729;GO:0005783;GO:0005829;GO:0008298;GO:0042175;GO:1990904	spo:2543631
KAJ8697835.1	Q5KH67	38.0	5.0e-131	Endopolyphosphatase	3.6.1.10	GO:0000298;GO:0000324;GO:0004309;GO:0005774;GO:0006798	
KAJ8697837.1	A3QK15	43.6	1.2e-178	Acetoacetyl-CoA synthetase	6.2.1.16 {ECO:0000250|UniProtKB:Q9JMI1}	GO:0005524;GO:0005829;GO:0006631;GO:0030729;GO:0032024	dre:393984
KAJ8697841.1	P13860	65.1	5.4e-239	Exoglucanase 1	3.2.1.91	GO:0005576;GO:0016162;GO:0030245;GO:0030248	
KAJ8697842.1	Q9P7R4	76.1	3.2e-92	Ubiquitin-conjugating enzyme E2 8	2.3.2.23	GO:0000209;GO:0005524;GO:0005634;GO:0005737;GO:0006511;GO:0010637;GO:0043161;GO:0045721;GO:0061631	spo:2540738
KAJ8697844.1	P41764	63.5	3.5e-227	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 {ECO:0000250|UniProtKB:P11413}	GO:0004345;GO:0005829;GO:0006006;GO:0009051;GO:0050661	ani:ANIA_02981
KAJ8697845.1	P41764	63.4	4.1e-219	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 {ECO:0000250|UniProtKB:P11413}	GO:0004345;GO:0005829;GO:0006006;GO:0009051;GO:0050661	ani:ANIA_02981
KAJ8697847.1	B9FDT1	30.1	6.3e-44	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1B		GO:0008250;GO:0009101	
KAJ8697849.1	Q8R0N6	50.1	3.6e-145	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	1.1.99.24	GO:0004022;GO:0005739;GO:0005759;GO:0019552;GO:0046872;GO:0046952;GO:0047988	mmu:76187
KAJ8697852.1	A0A5J6BJQ5	57.9	4.8e-45	AA9 family lytic polysaccharide monooxygenase H	1.14.99.56 {ECO:0000269|PubMed:31540984}	GO:0004497;GO:0005576;GO:0030245;GO:0046872	
KAJ8697855.1	Q10184	61.7	8.0e-111	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	5.3.1.16	GO:0000105;GO:0003949;GO:0005829	spo:2543103
KAJ8697856.1	Q6ZWV7	66.1	1.2e-45	Large ribosomal subunit protein uL29		GO:0000463;GO:0002181;GO:0003729;GO:0003735;GO:0005737;GO:0005829;GO:0005840;GO:0006941;GO:0007283;GO:0022625;GO:0022626;GO:0043021;GO:0045202;GO:0098793;GO:0098794;GO:0140236;GO:0140242;GO:1901740	mmu:66489
KAJ8697857.1	Q9P289	61.5	5.2e-121	Serine/threonine-protein kinase 26	2.7.11.1 {ECO:0000269|PubMed:11641781, ECO:0000269|PubMed:29232556}	GO:0000287;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005794;GO:0005798;GO:0005829;GO:0006468;GO:0006915;GO:0009267;GO:0012506;GO:0016020;GO:0016324;GO:0030336;GO:0034599;GO:0035556;GO:0042802;GO:0042803;GO:0042981;GO:0046777;GO:0048471;GO:0070062;GO:0071944;GO:0090443;GO:0106310;GO:1903698	hsa:51765
KAJ8697858.1	Q9P289	61.5	2.2e-121	Serine/threonine-protein kinase 26	2.7.11.1 {ECO:0000269|PubMed:11641781, ECO:0000269|PubMed:29232556}	GO:0000287;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005794;GO:0005798;GO:0005829;GO:0006468;GO:0006915;GO:0009267;GO:0012506;GO:0016020;GO:0016324;GO:0030336;GO:0034599;GO:0035556;GO:0042802;GO:0042803;GO:0042981;GO:0046777;GO:0048471;GO:0070062;GO:0071944;GO:0090443;GO:0106310;GO:1903698	hsa:51765
KAJ8697862.1	P82476	39.7	3.9e-68	Chitin deacetylase 3	3.5.1.41 {ECO:0000269|PubMed:17400891}	GO:0000272;GO:0004099;GO:0005576;GO:0005886;GO:0006032;GO:0008061;GO:0009272;GO:0009277;GO:0046872;GO:0071555;GO:0098552	cng:CNAG_01239
KAJ8697863.1	P82476	39.9	1.7e-69	Chitin deacetylase 3	3.5.1.41 {ECO:0000269|PubMed:17400891}	GO:0000272;GO:0004099;GO:0005576;GO:0005886;GO:0006032;GO:0008061;GO:0009272;GO:0009277;GO:0046872;GO:0071555;GO:0098552	cng:CNAG_01239
KAJ8697865.1	P82476	34.5	5.0e-51	Chitin deacetylase 3	3.5.1.41 {ECO:0000269|PubMed:17400891}	GO:0000272;GO:0004099;GO:0005576;GO:0005886;GO:0006032;GO:0008061;GO:0009272;GO:0009277;GO:0046872;GO:0071555;GO:0098552	cng:CNAG_01239
KAJ8697867.1	B0XU60	52.4	1.9e-16	Basic helix-loop-helix transcription factor devR		GO:0003677;GO:0003700;GO:0006351;GO:0045944;GO:0046983;GO:0090575	
KAJ8697869.1	P13860	67.1	2.5e-225	Exoglucanase 1	3.2.1.91	GO:0005576;GO:0016162;GO:0030245;GO:0030248	
KAJ8697871.1	Q3E834	52.3	2.5e-17	Protein transport protein YOS1		GO:0000139;GO:0005789;GO:0006888;GO:0015031;GO:0030134	sce:YER074W-A
KAJ8697880.1	Q9FFE9	36.3	1.4e-40	Probable acyl-activating enzyme 6	6.2.1.-	GO:0006631;GO:0009507;GO:0016874	ath:AT5G16340
KAJ8697883.1	Q4WYE4	44.9	5.6e-277	Copper-exporting ATPase crpA	7.2.2.8 {ECO:0000250|UniProtKB:Q04656}	GO:0005507;GO:0005524;GO:0012505;GO:0016020;GO:0016887;GO:0043682;GO:0055070	afm:AFUA_3G12740
KAJ8697884.1	Q4WYE4	43.5	4.4e-236	Copper-exporting ATPase crpA	7.2.2.8 {ECO:0000250|UniProtKB:Q04656}	GO:0005507;GO:0005524;GO:0012505;GO:0016020;GO:0016887;GO:0043682;GO:0055070	afm:AFUA_3G12740
KAJ8697885.1	O74429	50.1	2.5e-289	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	2.7.4.24 {ECO:0000250|UniProtKB:Q06685}	GO:0000828;GO:0005524;GO:0005634;GO:0005829;GO:0005856;GO:0016887;GO:0023052;GO:0030643;GO:0032958;GO:0033857;GO:0043647;GO:0051516;GO:0051537;GO:0052723;GO:0052843;GO:0052846;GO:0070507;GO:0071545;GO:0110162	spo:2539244
KAJ8697886.1	O74429	47.3	1.4e-172	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	2.7.4.24 {ECO:0000250|UniProtKB:Q06685}	GO:0000828;GO:0005524;GO:0005634;GO:0005829;GO:0005856;GO:0016887;GO:0023052;GO:0030643;GO:0032958;GO:0033857;GO:0043647;GO:0051516;GO:0051537;GO:0052723;GO:0052843;GO:0052846;GO:0070507;GO:0071545;GO:0110162	spo:2539244
KAJ8697888.1	B4GD81	38.7	5.3e-15	Protein crossbronx-like			dpe:6591240
KAJ8697889.1	O14188	33.0	2.8e-111	Ras GTPase-activating-like protein rng2		GO:0005096;GO:0005516;GO:0005635;GO:0005737;GO:0005816;GO:0005938;GO:0008093;GO:0044732;GO:0051015;GO:0071341;GO:0071520;GO:0110085;GO:0120104;GO:1902404;GO:1903475;GO:1903479	spo:2543129
KAJ8697890.1	Q9US44	33.4	1.3e-87	Carboxylic acid transmembrane transporter tna1		GO:0005794;GO:0005886;GO:0016020;GO:0022857;GO:0032153;GO:0046943;GO:0051286;GO:1905039	spo:2543262
KAJ8697891.1	O14776	30.0	2.0e-32	Transcription elongation regulator 1		GO:0000122;GO:0003711;GO:0003712;GO:0003713;GO:0003714;GO:0003723;GO:0005634;GO:0005654;GO:0006351;GO:0006397;GO:0008380;GO:0016607;GO:0032968;GO:0034244;GO:0042802;GO:0044390;GO:0045944;GO:0061629;GO:0070063	hsa:10915
KAJ8697892.1	Q95M18	41.2	1.5e-156	Endoplasmin	3.6.4.- {ECO:0000250|UniProtKB:P41148}	GO:0001666;GO:0003723;GO:0004864;GO:0005524;GO:0005783;GO:0005789;GO:0005829;GO:0006457;GO:0016887;GO:0019903;GO:0030177;GO:0030496;GO:0030970;GO:0032991;GO:0033018;GO:0034123;GO:0036503;GO:0042470;GO:0043066;GO:0048471;GO:0050750;GO:0051082;GO:0072659;GO:0140662	bta:282646
KAJ8697894.1	Q7Z991	53.4	1.0e-83	ABC transporter domain-containing protein C20G4.01		GO:0000289;GO:0005524;GO:0005634;GO:0005829;GO:0006357;GO:0016887;GO:0030014;GO:0030015	
KAJ8697897.1	Q9NR09	30.7	5.8e-53	Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6	2.3.2.24 {ECO:0000269|PubMed:36758104, ECO:0000269|PubMed:36758105, ECO:0000269|PubMed:36758106}	GO:0000922;GO:0001890;GO:0004842;GO:0004869;GO:0005634;GO:0005768;GO:0005794;GO:0005802;GO:0005813;GO:0005815;GO:0005829;GO:0006468;GO:0006915;GO:0016020;GO:0016567;GO:0030496;GO:0032465;GO:0042127;GO:0043066;GO:0046872;GO:0051301;GO:0061631;GO:0072686;GO:0090543;GO:2001237	hsa:57448
KAJ8697898.1	O04200	38.7	1.7e-56	Peroxisomal nicotinamide adenine dinucleotide carrier		GO:0000325;GO:0005739;GO:0005777;GO:0005778;GO:0015297;GO:0022857;GO:0043132;GO:0044375;GO:0046861;GO:0055085	ath:AT2G39970
KAJ8697901.1	A6H7F7	43.8	1.4e-25	Trafficking protein particle complex subunit 2-like protein		GO:0005634;GO:0005737;GO:0005783;GO:0005794;GO:0006888;GO:0030008;GO:0048471	bta:509955
KAJ8697903.1	Q9HGI8	60.9	2.2e-210	Eukaryotic peptide chain release factor GTP-binding subunit		GO:0000288;GO:0003747;GO:0003924;GO:0005525;GO:0018444	kla:KLLA0_D17424g
KAJ8697904.1	Q9HGI8	60.9	1.4e-208	Eukaryotic peptide chain release factor GTP-binding subunit		GO:0000288;GO:0003747;GO:0003924;GO:0005525;GO:0018444	kla:KLLA0_D17424g
KAJ8697905.1	P05453	61.3	2.2e-140	Eukaryotic peptide chain release factor GTP-binding subunit	3.6.5.- {ECO:0000269|PubMed:34413231}	GO:0000288;GO:0003729;GO:0003747;GO:0003924;GO:0005525;GO:0005737;GO:0005829;GO:0006412;GO:0006415;GO:0010494;GO:0018444;GO:0042802;GO:0043022	sce:YDR172W
KAJ8697906.1	Q4P3H6	35.0	3.6e-115	Actin cytoskeleton-regulatory complex protein SLA1		GO:0000147;GO:0003779;GO:0005634;GO:0005886;GO:0006897;GO:0010008;GO:0030479;GO:0030674;GO:0030833;GO:0042802;GO:0043130	uma:UMAG_05337
KAJ8697907.1	Q9P7V5	38.6	0.0e+00	ADP-ribosylation factor guanine nucleotide-exchange factor sec72		GO:0000137;GO:0000138;GO:0000139;GO:0005085;GO:0006886;GO:0006888;GO:0006891;GO:0012507;GO:0030663;GO:0032012	spo:2542107
KAJ8697908.1	P34730	49.8	1.0e-74	Protein BMH2		GO:0000077;GO:0000278;GO:0001402;GO:0003688;GO:0005634;GO:0005737;GO:0005886;GO:0006031;GO:0006267;GO:0006270;GO:0007124;GO:0007165;GO:0007265;GO:0008104;GO:0030437;GO:0031397;GO:0043066;GO:0050815;GO:0070873	sce:YDR099W
KAJ8697909.1	Q54MQ7	62.7	1.6e-153	Probable deoxyhypusine synthase	2.5.1.46	GO:0005737;GO:0008216;GO:0034038	ddi:DDB_G0285725
KAJ8697911.1	Q567E6	35.8	4.0e-22	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial		GO:0005739;GO:0005743;GO:0045333;GO:0048039	dre:550442
KAJ8697914.1	O14192	33.5	5.5e-94	Aromatic amino acid aminotransferase C56E4.03	2.6.1.57	GO:0004838;GO:0005634;GO:0005829;GO:0006571;GO:0008793;GO:0009074;GO:0009094;GO:0019878;GO:0030170;GO:0047536	spo:2543350
KAJ8697915.1	O14192	33.5	3.0e-90	Aromatic amino acid aminotransferase C56E4.03	2.6.1.57	GO:0004838;GO:0005634;GO:0005829;GO:0006571;GO:0008793;GO:0009074;GO:0009094;GO:0019878;GO:0030170;GO:0047536	spo:2543350
KAJ8697916.1	O14192	35.1	7.9e-86	Aromatic amino acid aminotransferase C56E4.03	2.6.1.57	GO:0004838;GO:0005634;GO:0005829;GO:0006571;GO:0008793;GO:0009074;GO:0009094;GO:0019878;GO:0030170;GO:0047536	spo:2543350
KAJ8697917.1	J9VMX7	63.8	0.0e+00	Chitin synthase 7	2.4.1.16 {ECO:0000305|PubMed:16278457}	GO:0004100;GO:0005886;GO:0006031;GO:0030428;GO:0071555	cng:CNAG_02217
KAJ8697923.1	O13870	54.3	2.2e-66	General negative regulator of transcription subunit 3		GO:0000289;GO:0000932;GO:0005634;GO:0005829;GO:0006351;GO:0030014;GO:0030015;GO:0032968	spo:2542126
KAJ8697924.1	O13870	51.5	4.5e-49	General negative regulator of transcription subunit 3		GO:0000289;GO:0000932;GO:0005634;GO:0005829;GO:0006351;GO:0030014;GO:0030015;GO:0032968	spo:2542126
KAJ8697925.1	Q7RYV0	54.0	1.4e-30	Large ribosomal subunit protein bL12m		GO:0003729;GO:0003735;GO:0005762;GO:0006412;GO:0042645	ncr:NCU06469
KAJ8697927.1	P40996	37.2	2.3e-50	Protein scd2/ral3		GO:0000747;GO:0005634;GO:0005737;GO:0005829;GO:0030010;GO:0030674;GO:0031137;GO:0031520;GO:0032153;GO:0032878;GO:0035091;GO:0043332;GO:0051286;GO:0071521;GO:0090726;GO:1902917	spo:2541726
KAJ8697928.1	Q54MV7	32.6	8.2e-20	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12		GO:0005739;GO:0005743;GO:0022904;GO:0045271	ddi:DDB_G0285783
KAJ8697929.1	A0A011QK89	38.3	8.2e-69	L-2-hydroxyglutarate dehydrogenase	1.1.99.2 {ECO:0000250|UniProtKB:S2DJ52}	GO:0047545	
KAJ8697930.1	Q54M20	34.0	3.7e-39	Hsp70/Hsp90 co-chaperone CNS1 homolog		GO:0005634;GO:0005737;GO:0006457;GO:0030544;GO:0051879	ddi:DDB_G0286253
KAJ8697931.1	Q10101	64.8	4.1e-80	Small ribosomal subunit protein eS7		GO:0002181;GO:0003735;GO:0005634;GO:0005730;GO:0005829;GO:0006364;GO:0022627;GO:0032040;GO:0042274	spo:2542553
KAJ8697932.1	P41925	54.9	2.2e-37	Ras-like GTP-binding protein RYL2		GO:0003924;GO:0005525;GO:0005769;GO:0005886;GO:0006886;GO:0012505	yli:2906287
KAJ8697933.1	Q9Y4X0	44.0	1.4e-51	Nuclear protein AMMECR1		GO:0005634;GO:0005654	hsa:9949
KAJ8697935.1	Q8NKF4	80.8	1.0e-230	Large ribosomal subunit protein uL3		GO:0000027;GO:0003723;GO:0003735;GO:0006364;GO:0006412;GO:0006414;GO:0022625;GO:1990145	afm:AFUA_2G11850
KAJ8697938.1	Q54DX7	41.4	1.4e-30	Taffazin	2.3.1.- {ECO:0000250|UniProtKB:Q16635}	GO:0005739;GO:0005741;GO:0005743;GO:0007007;GO:0031966;GO:0035965;GO:0047184	ddi:DDB_G0291922
KAJ8697940.1	Q5B5P1	38.3	8.2e-50	Probable rhamnogalacturonate lyase C	4.2.2.23	GO:0000272;GO:0004112;GO:0005576;GO:0030246;GO:0071555;GO:0102210	ani:ANIA_04139
KAJ8697944.1	Q09779	30.7	2.3e-159	THO complex subunit 2		GO:0000445;GO:0003677;GO:0003729;GO:0005634;GO:0006351;GO:0006397;GO:0006406;GO:0016973	
KAJ8697945.1	P51599	64.2	6.3e-87	GTP cyclohydrolase 1	3.5.4.16	GO:0003934;GO:0005525;GO:0005737;GO:0006729;GO:0008270;GO:0046654;GO:0046656	ncr:NCU07774
KAJ8697946.1	P60753	30.5	1.2e-20	ATP-dependent lipid A-core flippase	7.5.2.6 {ECO:0000255|HAMAP-Rule:MF_01703}	GO:0005524;GO:0005886;GO:0015421;GO:0016887;GO:0034040;GO:0042802	ece:Z1260;ecs:ECs_0997
KAJ8697947.1	Q01317	32.1	3.8e-134	Ankyrin repeat protein nuc-2		GO:0004190;GO:0006508;GO:0006629;GO:0008081	ncr:NCU11426
KAJ8697948.1	P9WEE3	35.3	1.1e-54	Peroxisome assembly protein 12			
KAJ8697950.1	Q8K933	40.7	6.2e-10	Single-stranded DNA-binding protein		GO:0003697;GO:0006260;GO:0006281;GO:0006310;GO:0009295	bas:BUsg_527
KAJ8697952.1	Q9Y450	46.9	3.6e-134	HBS1-like protein	3.6.5.- {ECO:0000250|UniProtKB:P32769}	GO:0003746;GO:0003924;GO:0005525;GO:0005829;GO:0006412;GO:0006417;GO:0007165;GO:0016020;GO:0022626;GO:0032790;GO:0070062;GO:0070966;GO:0072344;GO:1990533	hsa:10767
KAJ8697954.1	P53970	40.6	1.2e-38	Protein-lysine N-methyltransferase EFM6	2.1.1.- {ECO:0000255|HAMAP-Rule:MF_03198, ECO:0000305|PubMed:26115316}	GO:0005737;GO:0008276;GO:0008757;GO:0016279;GO:0032259	sce:YNL024C
KAJ8697957.1	P40086	48.3	2.0e-107	Heme A synthase COX15	1.17.99.9 {ECO:0000305|PubMed:37348627}	GO:0005739;GO:0005743;GO:0006784;GO:0046872;GO:0120547	sce:YER141W
KAJ8697958.1	O14250	66.2	5.3e-100	Probable proteasome subunit alpha type-6		GO:0005634;GO:0005829;GO:0010498;GO:0019773;GO:0043161	spo:2542559
KAJ8697959.1	Q4P149	54.1	0.0e+00	5'-3' exoribonuclease 2	3.1.13.-	GO:0000956;GO:0003723;GO:0004534;GO:0005634;GO:0006353;GO:0006364;GO:0006397;GO:0008270	uma:UMAG_06164
KAJ8697961.1	A0A423WHI6	53.6	1.7e-75	Protein transport protein Sec22		GO:0000139;GO:0005484;GO:0005789;GO:0006888;GO:0006890;GO:0015031	
KAJ8697962.1	O13737	38.1	1.1e-23	2-hydroxy-palmitic acid dioxygenase mpo1	1.14.18.12 {ECO:0000250|UniProtKB:P25338}	GO:0005783;GO:0005789;GO:0046521;GO:0102672	spo:2542322
KAJ8697963.1	Q9F7E0	40.1	2.6e-49	Cyclohexanol dehydrogenase	1.1.1.245 {ECO:0000305|PubMed:10940013}	GO:0018460	
KAJ8697964.1	Q9F7E0	38.4	1.7e-39	Cyclohexanol dehydrogenase	1.1.1.245 {ECO:0000305|PubMed:10940013}	GO:0018460	
KAJ8697966.1	C5P3X6	47.6	1.8e-62	Extracellular metalloprotease 1	3.4.24.-	GO:0005576;GO:0006508;GO:0008237;GO:0046872;GO:0141141	cpw:9696034
KAJ8697969.1	C5P3X6	43.8	4.9e-63	Extracellular metalloprotease 1	3.4.24.-	GO:0005576;GO:0006508;GO:0008237;GO:0046872;GO:0141141	cpw:9696034
KAJ8697970.1	C5P3X6	48.3	8.8e-69	Extracellular metalloprotease 1	3.4.24.-	GO:0005576;GO:0006508;GO:0008237;GO:0046872;GO:0141141	cpw:9696034
KAJ8697971.1	Q20507	39.2	2.1e-20	Acyl-CoA-binding protein homolog 3		GO:0000062;GO:0005737;GO:0006631;GO:0019915	cel:CELE_F47B10.7
