gene,tau,top_tissue,mean_Exuding mycelium,mean_Exudophore,mean_Fuzzy mycelium,mean_Nodule
PTI98_005639,0.4799440784831761,Nodule,3.281,15.079,13.294,20.289
PTI98_005642,0.21847335491809172,Fuzzy mycelium,21.754,16.742,22.823,15.016
PTI98_007237,0.5425374389252468,Exuding mycelium,75.352,25.563,60.81,17.039
PTI98_007279,0.5765592232732938,Fuzzy mycelium,8.892,10.167,19.767,6.052
PTI98_007299,0.7938984533185819,Exudophore,13.907,70.395,14.025,15.594
PTI98_007318,0.7271697878713356,Nodule,38.651,25.068,16.398,97.883
PTI98_007339,0.4238169978239574,Fuzzy mycelium,6.588,5.915,12.732,9.505
PTI98_007340,0.6165414860563789,Nodule,16.603,3.249,7.146,23.469
PTI98_007343,0.27396366527987354,Fuzzy mycelium,6.68,12.084,12.944,9.43
PTI98_007350,0.5965587046596329,Nodule,65.13,25.006,52.373,117.745
PTI98_007351,0.09226401893048808,Exuding mycelium,13.035,11.246,12.772,11.478
PTI98_007354,0.690340986725678,Fuzzy mycelium,31.178,3.668,49.047,10.717
PTI98_007356,0.5988930684691606,Exuding mycelium,52.176,4.328,21.035,37.421
PTI98_007361,0.4057383237531418,Exudophore,86.949,128.506,60.311,81.838
PTI98_007371,0.3120987871746699,Exuding mycelium,51.493,21.578,47.534,37.155
PTI98_007381,0.8587928680641408,Nodule,2.809,3.503,2.026,19.684
PTI98_007388,0.2979624566203192,Nodule,12.636,16.818,8.311,17.931
PTI98_007390,0.29334184761114773,Fuzzy mycelium,7.645,9.253,14.392,13.612
PTI98_007391,0.29128229292768404,Exudophore,23.205,33.154,31.572,15.714
PTI98_007415,0.631682685428184,Exudophore,13.075,27.52,15.237,2.096
PTI98_007419,0.44224202560254494,Fuzzy mycelium,24.259,36.403,51.596,25.671
PTI98_007427,0.6979835034088376,Exudophore,9.775,25.157,6.923,6.096
PTI98_007431,0.18141269854364214,Exudophore,32.967,38.574,23.707,38.054
PTI98_007447,0.32281268121798345,Exuding mycelium,26.408,15.409,21.122,17.117
PTI98_007449,0.5247290396995558,Fuzzy mycelium,11.18,10.992,20.989,7.754
PTI98_007450,0.3180296940812465,Exuding mycelium,23.9,13.238,22.484,13.174
PTI98_007454,0.2086542072936921,Nodule,11.049,12.414,13.61,15.616
PTI98_007471,0.2431677260370725,Nodule,24.655,24.484,18.453,29.77
PTI98_007473,0.25464207914561937,Nodule,21.624,29.396,17.54,30.661
PTI98_007474,0.2820037302240134,Exudophore,67.108,105.096,71.596,87.672
PTI98_007481,0.7778639476506616,Fuzzy mycelium,6.032,1.498,16.233,3.288
PTI98_007482,0.6716764565392136,Fuzzy mycelium,10.009,20.753,36.191,4.886
PTI98_007488,0.45922131139034256,Exudophore,6.413,17.161,6.795,14.633
PTI98_007495,0.34901976863406,Exuding mycelium,28.589,24.511,22.661,8.66
PTI98_007500,0.3951948732926436,Exudophore,14.212,22.568,8.857,17.878
PTI98_007512,0.42019033508211284,Fuzzy mycelium,7.548,12.833,14.988,5.69
PTI98_007523,0.5288441200461377,Fuzzy mycelium,9.734,9.494,18.201,6.499
PTI98_007528,0.3468644275456903,Exuding mycelium,16.523,9.164,15.638,7.574
PTI98_007534,0.43898561584321055,Exudophore,34.072,50.506,19.077,31.856
PTI98_007536,0.25740748810082914,Exuding mycelium,24.338,16.742,16.266,21.211
PTI98_007539,0.6108029836659693,Exuding mycelium,55.524,30.578,33.268,0.983
PTI98_007542,0.3731892823319057,Exuding mycelium,20.988,16.996,15.022,7.449
PTI98_007551,0.27666377070919346,Fuzzy mycelium,14.126,8.161,16.727,14.012
PTI98_007552,0.4274594524109512,Nodule,51.197,39.082,58.827,86.81
PTI98_007556,0.5524687185806149,Exudophore,32.519,77.67,32.286,39.473
PTI98_013639,0.5510134245478803,Nodule,75.546,77.554,46.68,148.319
PTI98_007560,0.19160943440288844,Exudophore,24.853,37.99,30.606,36.674
PTI98_007576,0.29434598376535465,Nodule,39.864,20.005,32.313,43.544
PTI98_007588,0.37768837543875033,Exudophore,15.635,18.164,9.024,9.251
PTI98_007589,0.0806837341843792,Exuding mycelium,13.43,12.668,13.242,11.129
PTI98_007590,0.3104951922098598,Exudophore,69.61,102.685,47.779,95.016
PTI98_007596,0.325539573355147,Exuding mycelium,18.867,10.332,17.3,10.542
PTI98_007599,0.4809443212272962,Exudophore,8.092,21.159,13.441,11.415
PTI98_007602,0.3497580872235638,Nodule,39.638,72.134,59.442,87.769
PTI98_007610,0.4068700233938383,Exudophore,56.287,98.053,38.946,79.242
PTI98_007644,0.4599484996059884,Fuzzy mycelium,7.606,3.503,15.631,14.215
PTI98_007647,0.48736465143793506,Nodule,8.06,3.503,12.59,15.706
PTI98_007661,0.4870177161783909,Nodule,13.564,8.67,15.918,24.791
PTI98_007662,0.44566194260810943,Fuzzy mycelium,5.585,7.248,13.872,10.237
PTI98_007668,0.15488526376992306,Exuding mycelium,39.719,31.821,37.014,31.867
PTI98_007673,0.46506666034226135,Exudophore,16.89,33.738,20.475,16.778
PTI98_007674,0.5812916227890342,Exudophore,9.795,24.155,13.571,6.975
PTI98_007676,0.2840712043650894,Fuzzy mycelium,9.403,12.414,12.549,5.136
PTI98_007684,0.8647105304275785,Nodule,30.287,1.917,9.092,101.747
PTI98_007697,0.25980731720478917,Fuzzy mycelium,11.148,9.583,13.676,9.638
PTI98_007704,0.22364664190260905,Nodule,114.934,100.389,53.867,115.579
PTI98_007705,0.1195149191704918,Exuding mycelium,210.234,198.95,151.868,204.505
PTI98_007706,0.24711309591783195,Exuding mycelium,11.954,8.491,8.701,9.808
PTI98_007711,0.4450523024662445,Exudophore,16.615,35.503,17.94,24.552
PTI98_007726,0.09492274533889851,Nodule,11.931,9.253,11.725,12.12
PTI98_007727,0.8517718685890912,Nodule,6.601,0.0,0.0,14.843
PTI98_007760,0.46489941204501606,Fuzzy mycelium,15.198,15.079,23.597,7.602
PTI98_007767,0.444497016526295,Exudophore,11.538,30.881,24.415,15.51
PTI98_007771,0.36463685721253974,Exudophore,35.605,66.994,49.627,42.466
PTI98_007798,0.3772780628202977,Nodule,19.16,16.983,14.397,27.053
PTI98_007806,0.5004581518082162,Exudophore,39.427,111.916,77.484,50.808
PTI98_007808,0.40329226218771336,Exuding mycelium,35.306,16.323,28.298,18.582
PTI98_007810,0.3256830365580722,Fuzzy mycelium,9.501,8.58,13.303,8.83
PTI98_007814,0.39817777484454836,Exuding mycelium,30.743,11.919,16.781,26.805
PTI98_007815,0.6254410047988802,Exudophore,10.904,51.509,32.704,14.272
PTI98_007850,0.747273382237668,Exudophore,7.342,34.094,16.703,1.805
PTI98_007870,0.5162326495215529,Exudophore,10.287,19.421,8.043,9.855
PTI98_007881,0.5379109400160722,Nodule,49.007,36.657,44.299,93.751
PTI98_007882,0.4003299474835716,Exuding mycelium,26.206,14.076,21.315,11.753
PTI98_007889,0.8348176331663938,Fuzzy mycelium,6.388,9.583,47.301,7.469
PTI98_007893,0.9109848521564446,Nodule,33.71,2.247,8.339,165.874
PTI98_007897,0.8698070033338183,Fuzzy mycelium,9.879,64.177,193.744,1.617
PTI98_007898,0.9193109261354427,Fuzzy mycelium,4.058,25.095,120.812,0.091
PTI98_007901,0.8628681830459829,Fuzzy mycelium,1.762,21.502,56.717,0.069
PTI98_007912,0.760634496968137,Nodule,10.238,0.749,2.901,19.339
PTI98_007916,0.3217106798026718,Exuding mycelium,23.238,20.424,10.021,16.841
PTI98_007936,0.18919315012042223,Fuzzy mycelium,21.614,19.826,25.757,21.211
PTI98_007938,0.38809895165897396,Nodule,18.139,15.244,21.884,30.107
PTI98_007946,0.3600673430579935,Exuding mycelium,33.973,23.838,18.696,22.687
PTI98_007963,0.3546756288871628,Exudophore,96.196,147.062,62.877,125.635
PTI98_007966,0.1492477653240842,Nodule,28.669,32.494,31.4,36.267
PTI98_007980,0.5117157033456573,Nodule,7.148,20.156,2.817,20.563
PTI98_008005,0.4461312520859339,Exudophore,12.099,15.841,10.65,3.573
PTI98_008008,0.382468907287055,Exudophore,9.939,16.323,14.3,6.001
PTI98_008016,0.36691651188057633,Exuding mycelium,19.502,12.668,18.075,6.296
PTI98_008017,0.21361217042250094,Exudophore,14.457,17.009,15.218,10.453
PTI98_008047,0.8032295871125578,Exudophore,6.251,41.899,15.77,2.713
PTI98_008048,0.5467846262289662,Exuding mycelium,17.422,6.423,15.734,1.531
PTI98_008062,0.1630919891562792,Fuzzy mycelium,22.947,21.159,29.072,28.885
PTI98_008075,0.2836612212654529,Exuding mycelium,55.336,39.145,46.686,33.087
PTI98_008088,0.36059204130015,Exuding mycelium,38.486,15.168,25.935,32.721
PTI98_008097,0.24901709475758468,Exuding mycelium,13.293,11.246,13.178,5.525
PTI98_008107,0.4933821339574602,Fuzzy mycelium,13.542,5.75,15.291,3.948
PTI98_008113,0.3642798646594181,Nodule,27.916,27.747,23.125,41.312
PTI98_008115,0.2262926465451952,Exuding mycelium,85.008,41.837,80.45,75.027
PTI98_008121,0.17874970084650468,Exudophore,30.444,35.222,28.639,27.696
PTI98_008130,0.8990092815322873,Nodule,4.131,2.082,0.967,23.697
PTI98_008161,0.7692995245474195,Nodule,32.136,25.055,4.857,89.652
PTI98_008168,0.47845465991342967,Nodule,34.343,24.409,19.252,49.854
PTI98_008192,0.46943452773154215,Nodule,7.864,12.503,8.597,18.197
PTI98_008225,0.43583343058928686,Exudophore,13.974,19.586,10.203,8.972
PTI98_008259,0.4618328910891159,Fuzzy mycelium,134.648,93.56,196.469,88.991
PTI98_005735,0.3886765720926932,Nodule,14.468,11.335,9.306,19.144
PTI98_005736,0.45864985555216936,Fuzzy mycelium,29.7,8.999,36.439,20.478
PTI98_005745,0.6314739237722444,Nodule,21.12,8.67,19.195,44.307
PTI98_005779,0.27271538370036574,Exudophore,11.912,21.743,18.794,16.734
PTI98_005781,0.6831549779745915,Exudophore,19.333,81.931,37.527,21.019
PTI98_005784,0.9394700972314984,Nodule,5.004,4.417,3.594,71.676
PTI98_005797,0.22531980460824105,Exuding mycelium,53.91,47.801,28.503,48.984
PTI98_005804,0.204887033582047,Exudophore,17.814,26.998,25.572,21.014
PTI98_005815,0.451742287622396,Fuzzy mycelium,19.611,11.157,31.592,21.194
PTI98_005824,0.17421062160038472,Exudophore,15.907,15.917,11.407,12.118
PTI98_005830,0.20050957790883717,Exudophore,10.202,11.17,9.713,6.876
PTI98_005833,0.6095123944554143,Exudophore,12.229,31.326,19.91,4.559
PTI98_005849,0.2513346046577403,Exudophore,48.089,61.066,37.903,51.162
PTI98_005891,0.35145986281389735,Nodule,16.71,33.319,19.945,35.965
PTI98_005897,0.48544957414527223,Nodule,20.953,21.832,13.161,36.243
PTI98_005912,0.3974880738347292,Exudophore,116.456,187.589,84.44,138.177
PTI98_005925,0.33558578109260967,Fuzzy mycelium,25.029,17.656,30.959,19.024
PTI98_005928,0.7541357816109819,Exudophore,5.956,40.593,14.056,9.929
PTI98_005945,0.3816260487504708,Fuzzy mycelium,7.474,3.084,10.353,8.647
PTI98_005957,0.6575015796724033,Nodule,3.076,41.226,1.359,44.44
PTI98_005958,0.19325574303519286,Exudophore,10.028,14.66,14.183,11.27
PTI98_005983,0.35148152924625764,Exudophore,14.609,22.568,19.739,9.559
PTI98_005988,0.40987152770062557,Exudophore,8.791,20.575,15.286,12.349
PTI98_005995,0.30475137663009133,Fuzzy mycelium,30.593,24.738,32.894,13.276
PTI98_006006,0.5460043716637409,Nodule,91.572,81.78,251.946,312.262
PTI98_006013,0.6089820193077747,Nodule,2.835,12.503,5.55,17.806
PTI98_006027,0.27290776249450494,Fuzzy mycelium,16.885,13.747,22.578,18.617
PTI98_006037,0.4369175720414282,Nodule,25.228,9.748,19.474,32.234
PTI98_006038,0.30190531581242924,Nodule,26.036,13.492,26.749,31.647
PTI98_006043,0.7889418285141369,Nodule,2.756,7.578,1.682,18.976
PTI98_006060,0.7378921629444551,Exudophore,8.086,36.911,11.627,9.312
PTI98_006071,0.5360943061695029,Exudophore,20.86,36.974,19.015,11.583
PTI98_006078,0.48992007494653084,Exudophore,13.382,23.178,17.337,4.749
PTI98_006087,0.4968717522608633,Exudophore,15.422,34.678,11.319,25.602
PTI98_006088,0.39956137664102215,Exudophore,11.616,25.336,16.104,17.917
PTI98_006104,0.23658646528050717,Exuding mycelium,15.338,9.329,14.553,11.246
PTI98_006125,0.325560747634469,Exudophore,14.651,19.407,12.912,11.704
PTI98_006135,0.07479948530097524,Exudophore,18.808,19.572,18.344,17.174
PTI98_006138,0.25831450409941636,Nodule,51.349,47.23,40.479,62.496
PTI98_006149,0.2348194560833687,Exudophore,114.169,117.131,52.195,102.515
PTI98_006154,0.525083209197195,Fuzzy mycelium,35.285,13.506,41.614,10.499
PTI98_006156,0.24357899760559873,Exudophore,12.773,16.488,14.023,10.62
PTI98_006168,0.5550826564874353,Exuding mycelium,14.111,5.331,11.243,2.26
PTI98_006169,0.5032847379374537,Exuding mycelium,31.812,15.663,26.497,5.244
PTI98_006176,0.3406107062375967,Exudophore,19.944,32.913,24.126,21.038
PTI98_006179,0.9035987167111689,Exudophore,16.429,182.244,5.565,30.712
PTI98_006187,0.5373228736215636,Exuding mycelium,66.184,46.571,35.319,9.977
PTI98_006188,0.43677364978672184,Fuzzy mycelium,8.833,12.249,17.891,9.149
PTI98_006191,0.4702688653308984,Fuzzy mycelium,15.005,15.409,24.408,8.375
PTI98_006201,0.2871553537365032,Nodule,21.891,14.001,17.266,24.857
PTI98_006204,0.31425052280675597,Fuzzy mycelium,14.578,8.999,15.798,8.923
PTI98_006211,0.17719296131597126,Exuding mycelium,15.468,13.252,14.392,10.538
PTI98_006216,0.5362754520813876,Nodule,9.837,24.079,6.923,29.355
PTI98_006220,0.5091156503566951,Exuding mycelium,6.702,1.333,6.525,2.011
PTI98_006225,0.4923792991031503,Exudophore,12.504,32.989,24.365,13.369
PTI98_006229,0.8054857435129339,Exudophore,4.589,45.3,11.364,10.482
PTI98_006231,0.2482613618576011,Exuding mycelium,90.888,26.325,90.773,87.874
PTI98_006235,0.30322955542244395,Fuzzy mycelium,20.854,12.16,22.285,13.57
PTI98_006236,0.3675064256578879,Exudophore,10.783,13.822,5.466,9.979
PTI98_006243,0.42175806572046404,Exudophore,7.558,21.578,14.77,15.104
PTI98_006246,0.6355814544415777,Exudophore,4.696,18.329,11.695,3.648
PTI98_006247,0.8806085903702373,Exudophore,3.87,34.246,7.142,1.254
PTI98_006253,0.33405326290661197,Fuzzy mycelium,11.334,11.246,19.806,16.989
PTI98_006255,0.32498618993384615,Exuding mycelium,295.789,148.431,239.804,210.749
PTI98_006260,0.7854180980898381,Exudophore,1.227,19.332,4.892,6.326
PTI98_006283,0.33889876308123235,Nodule,35.965,43.397,30.715,55.502
PTI98_006290,0.4878264867684811,Exudophore,10.937,18.15,10.352,6.599
PTI98_006291,0.36933005734177415,Fuzzy mycelium,24.625,14.33,31.654,20.933
PTI98_006304,0.19658936733536847,Fuzzy mycelium,33.332,39.069,42.99,31.215
PTI98_006312,0.3023802820443269,Nodule,54.087,73.961,45.277,82.817
PTI98_006316,0.2889618405228204,Exudophore,86.995,114.149,58.321,98.176
PTI98_006317,0.3607614305080826,Nodule,38.574,34.817,38.457,58.323
PTI98_006322,0.4298623965197363,Nodule,19.039,20.17,11.851,29.852
PTI98_006325,0.2743356520739636,Fuzzy mycelium,37.905,43.17,46.969,21.176
PTI98_006334,0.21081397583389005,Fuzzy mycelium,35.383,17.986,36.066,32.02
PTI98_006339,0.3864249205279551,Fuzzy mycelium,96.396,68.719,114.472,45.597
PTI98_006353,0.4577093898305536,Exudophore,14.429,26.249,13.203,15.072
PTI98_006361,0.3563577948607091,Nodule,56.592,35.084,36.111,66.179
PTI98_006370,0.3531686720623826,Fuzzy mycelium,43.002,39.742,51.322,16.846
PTI98_006373,0.5292208033768104,Fuzzy mycelium,9.498,4.836,15.767,7.934
PTI98_006374,0.21146540783091305,Nodule,17.538,12.49,14.244,18.715
PTI98_006376,0.33648373113694213,Exuding mycelium,22.189,20.513,13.029,10.626
PTI98_006423,0.4462378344133155,Exudophore,388.598,629.844,343.666,314.087
PTI98_006424,0.3955352725799042,Fuzzy mycelium,6.887,12.262,15.474,8.91
PTI98_006428,0.2100483162002776,Nodule,23.184,11.995,21.839,24.06
PTI98_006429,0.5616434315472099,Nodule,7.381,17.313,5.403,22.886
PTI98_006431,0.3553523565114345,Nodule,33.809,15.409,22.465,37.066
PTI98_006432,0.5961126423651516,Exudophore,20.478,40.807,18.956,10.011
PTI98_006436,0.7435794870700881,Exudophore,74.122,278.497,51.689,88.426
PTI98_006437,0.6690133524577891,Nodule,41.044,10.078,10.183,61.74
PTI98_006439,0.43520586910130526,Exudophore,86.845,137.644,58.785,87.591
PTI98_006441,0.25030845689905235,Exuding mycelium,108.145,74.648,102.15,66.427
PTI98_006443,0.5050522103720244,Exuding mycelium,16.0,2.666,10.427,10.666
PTI98_006449,0.21546112960797803,Nodule,77.751,76.653,51.949,87.675
PTI98_006457,0.2413722872146378,Exuding mycelium,15.451,9.075,13.546,12.543
PTI98_006458,0.3219795845476041,Exudophore,16.811,29.067,26.57,15.743
PTI98_006470,0.7983353240288489,Nodule,24.186,82.693,5.488,185.732
PTI98_006471,0.29980983947655143,Exuding mycelium,18.804,14.749,13.523,11.227
PTI98_006477,0.4593154314211166,Nodule,14.479,17.313,21.066,32.587
PTI98_006501,0.6148493464248289,Nodule,35.385,20.397,34.036,77.734
PTI98_006503,0.334680074056159,Exuding mycelium,26.337,9.583,21.274,21.71
PTI98_006513,0.36695046555084837,Exuding mycelium,16.413,5.166,14.691,11.314
PTI98_006520,0.44853233737482706,Nodule,16.84,11.83,19.063,28.852
PTI98_006521,0.5024877094893876,Nodule,9.099,1.333,16.865,18.289
PTI98_006530,0.5037998107867994,Nodule,8.319,7.248,15.568,20.916
PTI98_006532,0.36292134002059684,Fuzzy mycelium,10.565,8.251,14.297,8.51
PTI98_006533,0.7268607136532571,Exudophore,9.287,24.333,6.019,4.633
PTI98_006534,0.5507568817807643,Nodule,28.25,56.711,12.805,72.542
PTI98_006541,0.5238205277999156,Nodule,32.887,35.984,29.068,68.559
PTI98_006556,0.5214631496508527,Exudophore,9.534,19.078,11.304,6.55
PTI98_006565,0.6930198991121461,Nodule,20.883,34.308,11.759,72.698
PTI98_006571,0.15153537607387224,Nodule,14.552,14.33,14.981,17.233
PTI98_006572,0.2969114885106912,Exudophore,18.162,28.496,23.675,18.269
PTI98_006574,0.6264437842550465,Exudophore,9.046,27.836,15.089,7.06
PTI98_006576,0.4771934546841754,Fuzzy mycelium,8.564,3.414,11.694,6.364
PTI98_006583,0.32263958021307865,Fuzzy mycelium,46.219,51.496,54.847,13.739
PTI98_006597,0.3704175938792334,Exuding mycelium,12.22,4.163,9.839,9.078
PTI98_006611,0.33131547717303855,Fuzzy mycelium,13.131,16.831,18.693,7.537
PTI98_006615,0.601598920048967,Nodule,7.819,20.397,3.657,26.668
PTI98_006639,0.2827393535151895,Exuding mycelium,10.09,9.583,9.685,2.442
PTI98_006642,0.2533222047302243,Nodule,11.608,14.33,12.787,17.288
PTI98_006643,0.571976229249988,Exuding mycelium,23.462,2.666,9.974,17.487
PTI98_006651,0.4500485522008388,Exudophore,8.072,20.918,13.74,12.701
PTI98_006657,0.7944723244024634,Nodule,6.921,1.498,9.796,29.54
PTI98_006658,0.45761991194058654,Nodule,11.178,3.668,7.708,13.861
PTI98_006667,0.5415419662271225,Exudophore,17.008,48.157,21.258,27.969
PTI98_006668,0.4957740602108404,Fuzzy mycelium,10.571,9.659,20.36,10.569
PTI98_006672,0.179525745763195,Exuding mycelium,160.131,155.932,101.99,136.229
PTI98_006677,0.9021032457021332,Exudophore,2.703,19.078,1.78,1.12
PTI98_006678,0.5343194921305182,Fuzzy mycelium,6.178,8.161,14.199,5.498
PTI98_006682,0.8991116118371463,Nodule,58.145,58.427,92.327,690.2
PTI98_006685,0.3767707729614718,Fuzzy mycelium,7.238,8.745,14.112,10.401
PTI98_006688,0.1308267032808449,Exuding mycelium,20.065,18.672,18.159,15.49
PTI98_006699,0.13611013070498765,Exuding mycelium,19.131,17.91,14.451,17.22
PTI98_006704,0.4428976767886476,Exuding mycelium,16.514,8.745,10.544,8.311
PTI98_006710,0.11657341872808087,Exuding mycelium,15.232,11.246,13.939,15.184
PTI98_006713,0.2245618616476068,Exuding mycelium,16.803,15.155,14.155,9.779
PTI98_006714,0.3436385637039859,Nodule,17.025,17.999,20.529,28.212
PTI98_006719,0.5939509808373652,Exudophore,7.999,29.232,12.56,15.05
PTI98_006735,0.4337129462786688,Exuding mycelium,10.697,3.249,9.987,4.936
PTI98_006736,0.5886325755988041,Exudophore,10.64,37.406,17.967,17.556
PTI98_006753,0.393404204986289,Fuzzy mycelium,9.905,7.997,15.453,10.22
PTI98_006756,0.21444775888548903,Nodule,95.611,77.465,126.879,127.28
PTI98_006760,0.35610086032964156,Fuzzy mycelium,21.137,16.158,26.012,12.953
PTI98_006764,0.7620919120289532,Fuzzy mycelium,11.5,5.585,24.194,0.183
PTI98_006773,0.6129983710520125,Fuzzy mycelium,9.611,8.67,27.464,13.606
PTI98_006785,0.5985218747360957,Exudophore,77.544,193.543,63.086,92.481
PTI98_006786,0.4286793423398752,Exudophore,21.036,40.986,34.742,14.47
PTI98_006800,0.21892271856942205,Fuzzy mycelium,54.874,65.8,70.666,44.913
PTI98_006808,0.7732899659599829,Exudophore,3.396,36.301,4.386,16.907
PTI98_006819,0.6161203698089904,Nodule,22.092,17.072,31.786,61.608
PTI98_006824,0.5994671646163262,Exudophore,5.372,19.421,14.5,3.464
PTI98_006836,0.49718746298055266,Exudophore,11.367,25.006,13.793,12.56
PTI98_006837,0.45623869063809214,Exudophore,13.494,20.334,9.378,10.3
PTI98_006838,0.3325438974801208,Fuzzy mycelium,13.814,5.585,14.95,10.536
PTI98_006839,0.13749119544286423,Nodule,14.247,17.072,19.719,19.725
PTI98_006845,0.3069757500575743,Exudophore,11.224,14.406,10.391,8.337
PTI98_006861,0.5620333620662503,Exudophore,22.477,53.132,19.332,28.001
PTI98_006864,0.3134852463957019,Fuzzy mycelium,27.941,19.916,33.547,21.235
PTI98_006867,0.6439123525763688,Fuzzy mycelium,10.261,10.091,20.786,1.852
PTI98_006872,0.41618563435236905,Fuzzy mycelium,12.538,9.075,15.353,5.277
PTI98_006878,0.14526801051074864,Nodule,24.885,24.168,23.106,28.141
PTI98_006904,0.487182816511672,Nodule,9.262,28.483,6.994,29.08
PTI98_006906,0.165365214106279,Exuding mycelium,20.054,13.911,19.783,16.518
PTI98_006915,0.38349648360358124,Fuzzy mycelium,58.013,58.414,73.966,20.373
PTI98_006918,0.8580699530600459,Nodule,6.219,2.83,4.269,31.28
PTI98_006932,0.24188722400524218,Exudophore,11.004,11.754,10.047,5.681
PTI98_006943,0.2805350478506824,Fuzzy mycelium,11.628,10.421,16.405,13.359
PTI98_006950,0.2946296525353961,Fuzzy mycelium,51.952,43.575,77.946,69.416
PTI98_006958,0.3489362604964248,Nodule,47.37,15.904,30.796,48.162
PTI98_006977,0.40580504309929255,Exuding mycelium,22.954,15.409,15.849,9.658
PTI98_006983,0.792767480329701,Exudophore,10.763,41.926,8.318,6.984
PTI98_007014,0.3308102228945707,Exuding mycelium,13.074,11.246,12.513,2.488
PTI98_007018,0.5984298281460215,Nodule,5.751,2.336,10.924,15.78
PTI98_007028,0.652479915302133,Exudophore,13.962,33.8,14.726,6.551
PTI98_007036,0.6598447565177006,Exudophore,18.42,34.183,11.779,4.683
PTI98_007038,0.5855534119473255,Fuzzy mycelium,8.841,3.249,13.722,4.97
PTI98_007041,0.4797542569179806,Nodule,21.866,6.004,27.952,35.766
PTI98_007047,0.5235241086727628,Exuding mycelium,16.21,2.082,10.775,10.315
PTI98_007067,0.6921073141582513,Exudophore,7.691,18.748,5.653,3.973
PTI98_007073,0.25108947911615914,Exudophore,12.873,13.657,10.671,7.14
PTI98_007074,0.5239179400388504,Fuzzy mycelium,14.979,5.166,16.023,2.74
PTI98_007075,0.3172667421880557,Fuzzy mycelium,11.97,13.911,20.481,16.068
PTI98_007076,0.5963445172483003,Exudophore,21.917,62.653,51.351,2.603
PTI98_013637,0.26878456521783045,Nodule,27.631,29.307,28.787,39.079
PTI98_007099,0.4591024298660342,Exuding mycelium,26.985,1.498,23.185,19.105
PTI98_008318,0.4936061272193643,Nodule,11.512,7.248,4.701,15.443
PTI98_008322,0.2638060002918483,Fuzzy mycelium,21.369,9.329,21.743,17.323
PTI98_008328,0.3985439714254087,Fuzzy mycelium,8.246,9.075,12.9,5.955
PTI98_008370,0.28460022586480177,Fuzzy mycelium,60.872,38.231,63.461,37.098
PTI98_008371,0.4335840421033779,Exudophore,12.798,18.405,11.128,7.348
PTI98_008378,0.3546159253135522,Nodule,12.531,7.502,8.612,14.795
PTI98_008382,0.5821186729389417,Exudophore,97.161,246.203,111.275,100.216
PTI98_008389,0.8722879840139015,Nodule,16.743,1.498,2.796,54.907
PTI98_008396,0.944985244116728,Exudophore,2.916,36.087,2.172,0.868
PTI98_008398,0.378374971308876,Nodule,56.518,60.482,36.503,82.312
PTI98_008399,0.25662427478645294,Exudophore,64.665,85.831,46.741,80.008
PTI98_008404,0.5235131187240517,Exuding mycelium,11.597,1.917,11.127,3.534
PTI98_008413,0.20812268013811488,Nodule,20.259,14.166,22.48,23.953
PTI98_008420,0.6842594229489533,Nodule,23.448,1.917,8.254,35.493
PTI98_008431,0.6837993757786975,Nodule,20.331,1.917,11.689,35.775
PTI98_008433,0.29516691338677153,Fuzzy mycelium,6.685,7.997,11.805,10.28
PTI98_008434,0.3381161431750173,Fuzzy mycelium,31.387,53.083,79.741,73.869
PTI98_008437,0.5636821286595242,Exuding mycelium,12.127,4.671,7.91,3.292
PTI98_008440,0.2594935065647828,Nodule,9.799,3.998,10.608,10.986
PTI98_008442,0.7020605489958701,Nodule,9.323,1.498,6.517,19.397
PTI98_008447,0.033533003817870354,Nodule,12.296,13.087,13.151,13.29
PTI98_008451,0.6685811827866609,Exudophore,46.911,127.472,50.419,29.41
PTI98_008471,0.44030808766195645,Exudophore,71.688,139.382,91.121,71.224
PTI98_008481,0.5142683491174914,Nodule,8.041,3.833,13.268,17.254
PTI98_008483,0.4095086429342114,Fuzzy mycelium,10.129,15.409,22.993,15.193
PTI98_008495,0.576793594719943,Exuding mycelium,19.94,2.082,7.413,15.822
PTI98_008503,0.5605309103210016,Fuzzy mycelium,20.434,11.995,30.032,7.166
PTI98_008524,0.5338093601960331,Exudophore,9.212,21.07,15.172,5.084
PTI98_008526,0.17074504977495053,Exuding mycelium,44.764,24.903,44.714,41.745
PTI98_008528,0.6196962162086513,Nodule,30.257,29.232,30.372,78.762
PTI98_008532,0.1955104678884617,Exudophore,19.448,25.157,22.956,18.313
PTI98_008544,0.8322582479460946,Nodule,4.123,2.501,3.643,20.401
PTI98_008547,0.9033362502233885,Nodule,4.331,3.084,5.761,45.436
PTI98_008556,0.4167997327343786,Fuzzy mycelium,16.638,11.576,18.985,5.003
PTI98_008557,0.5702242068767255,Exudophore,11.745,27.899,14.943,9.282
PTI98_008558,0.14406919490234615,Fuzzy mycelium,15.305,11.246,15.554,13.388
PTI98_008560,0.6279092482374624,Nodule,10.943,4.328,6.159,19.198
PTI98_008575,0.18015341592888756,Exuding mycelium,13.509,10.078,12.789,10.358
PTI98_008578,0.4908826978969209,Exudophore,20.333,73.859,32.38,60.095
PTI98_008583,0.9390163724456647,Exuding mycelium,13.155,0.749,0.813,0.845
PTI98_008586,0.36462874123453437,Fuzzy mycelium,8.232,8.58,12.697,7.39
PTI98_008589,0.4846211788283345,Exudophore,7.059,14.749,9.182,6.563
